item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
0,Anaphora,TS 1,grammatical,The new executive who oversaw the middle managers apparently doubted himself on most major decisions,The new executive who oversaw the middle managers apparently doubted themselves on most major decisions,paired,-83.0350112915039,-85.3048095703125,True,-2.2691078186035156,-3.1068172454833984,-2.2512893676757812,-3.092296600341797,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
1,Anaphora,TS 2,grammatical,The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing,The popular sheriff who campaigned for the incumbent politicians never prepared themselves for the new press briefing,paired,-93.61788940429688,-99.09312438964844,True,-2.4064693450927734,-3.195882797241211,-2.389585494995117,-3.175668716430664,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
2,Anaphora,TS 3,grammatical,The construction worker who argued with the shift leaders undeniably hurt himself on the construction site,The construction worker who argued with the shift leaders undeniably hurt themselves on the construction site,paired,-81.26099395751953,-84.93843841552734,True,-2.3171520233154297,-3.1680240631103516,-2.3036365509033203,-3.1640844345092773,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
3,Anaphora,TS 4,grammatical,The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand,The young caddy who escorted the experienced golfers supposedly dirtied themselves by falling in the sand,paired,-96.82019805908203,-98.50239562988281,True,-2.471588134765625,-3.312602996826172,-2.4583168029785156,-3.3053369522094727,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
4,Anaphora,TS 5,grammatical,The police officer who aided the brilliant detectives reportedly disguised himself to get more information,The police officer who aided the brilliant detectives reportedly disguised themselves to get more information,paired,-80.44220733642578,-83.38148498535156,True,-2.0760364532470703,-2.945882797241211,-2.066469192504883,-2.9387741088867188,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
5,Anaphora,TS 6,ungrammatical,The football referee who argued with the large quarterbacks surprisingly excused himself from the important game,The football referee who argued with the large quarterbacks surprisingly excused themselves from the important game,paired,-93.34481811523438,-97.92257690429688,True,-2.3511009216308594,-3.2247257232666016,-2.3428115844726562,-3.213756561279297,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
6,Anaphora,TS 7,ungrammatical,The somber minister who conversed with the religious scholars usually presented himself as very open-minded,The somber minister who conversed with the religious scholars usually presented themselves as very open-minded,paired,-83.17964935302734,-86.70048522949219,True,-2.303525924682617,-3.287740707397461,-2.2790584564208984,-3.257518768310547,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
7,Anaphora,TS 8,ungrammatical,The serious general who advised the new corporals seemingly committed himself to the training regimen,The serious general who advised the new corporals seemingly committed themselves to the training regimen,paired,-90.63591003417969,-92.8946304321289,True,-2.0961456298828125,-3.011341094970703,-2.0801315307617188,-3.0059890747070312,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
8,Anaphora,TS 9,ungrammatical,The paranoid foreman who supervised the coal miners presumably saved himself after the awful cave-in,The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in,paired,-90.60843658447266,-92.64094543457031,True,-2.5510082244873047,-3.339885711669922,-2.513418197631836,-3.302549362182617,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
9,Anaphora,TS 10,ungrammatical,The grimy blacksmith who worked for the royal knights evidently hurt himself with the sharp tools,The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools,paired,-88.45613861083984,-92.94771575927734,True,-2.501791000366211,-3.4736337661743164,-2.473834991455078,-3.4448699951171875,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
