item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
0,Anaphora,TS 1,grammatical,The new executive who oversaw the middle managers apparently doubted himself on most major decisions,The new executive who oversaw the middle managers apparently doubted themselves on most major decisions,paired,-81.74147033691406,-83.24211120605469,True,-4.302249908447266,-4.94063663482666,-4.301445960998535,-4.947674751281738,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
1,Anaphora,TS 2,grammatical,The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing,The popular sheriff who campaigned for the incumbent politicians never prepared themselves for the new press briefing,paired,-93.26744842529297,-98.2513656616211,True,-4.111432075500488,-4.998710632324219,-4.098094940185547,-4.995670318603516,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
2,Anaphora,TS 3,grammatical,The construction worker who argued with the shift leaders undeniably hurt himself on the construction site,The construction worker who argued with the shift leaders undeniably hurt themselves on the construction site,paired,-83.22196960449219,-85.97407531738281,True,-3.143223762512207,-4.034424781799316,-3.13571834564209,-4.0385942459106445,False,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
3,Anaphora,TS 4,grammatical,The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand,The young caddy who escorted the experienced golfers supposedly dirtied themselves by falling in the sand,paired,-99.69097137451172,-101.64104461669922,True,-4.572258949279785,-5.5297040939331055,-4.558650016784668,-5.523262977600098,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
4,Anaphora,TS 5,grammatical,The police officer who aided the brilliant detectives reportedly disguised himself to get more information,The police officer who aided the brilliant detectives reportedly disguised themselves to get more information,paired,-81.11430358886719,-85.43269348144531,True,-4.2653303146362305,-4.875268936157227,-4.257124900817871,-4.858981132507324,False,True,True,False,False,True,EleutherAI/pythia-1b-deduped,
5,Anaphora,TS 6,ungrammatical,The football referee who argued with the large quarterbacks surprisingly excused himself from the important game,The football referee who argued with the large quarterbacks surprisingly excused themselves from the important game,paired,-89.59698486328125,-91.4313735961914,True,-4.216526985168457,-4.922237396240234,-4.235542297363281,-4.944855690002441,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
6,Anaphora,TS 7,ungrammatical,The somber minister who conversed with the religious scholars usually presented himself as very open-minded,The somber minister who conversed with the religious scholars usually presented themselves as very open-minded,paired,-86.90505981445312,-89.42472839355469,True,-4.3435773849487305,-5.017979621887207,-4.3572893142700195,-5.057053565979004,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
7,Anaphora,TS 8,ungrammatical,The serious general who advised the new corporals seemingly committed himself to the training regimen,The serious general who advised the new corporals seemingly committed themselves to the training regimen,paired,-93.29997253417969,-95.7025375366211,True,-3.9134883880615234,-4.578551292419434,-3.930537223815918,-4.602841377258301,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
8,Anaphora,TS 9,ungrammatical,The paranoid foreman who supervised the coal miners presumably saved himself after the awful cave-in,The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in,paired,-95.59361267089844,-97.87686157226562,True,-4.2552642822265625,-5.135358810424805,-4.265478134155273,-5.164973258972168,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
9,Anaphora,TS 10,ungrammatical,The grimy blacksmith who worked for the royal knights evidently hurt himself with the sharp tools,The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools,paired,-89.60282135009766,-92.44640350341797,True,-4.979701042175293,-5.8624677658081055,-4.996962547302246,-5.879851341247559,True,False,True,False,False,True,EleutherAI/pythia-1b-deduped,
