item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
0,Anaphora,TS 1,grammatical,The new executive who oversaw the middle managers apparently doubted himself on most major decisions,The new executive who oversaw the middle managers apparently doubted themselves on most major decisions,paired,-83.97541809082031,-86.76724243164062,True,-2.6157617568969727,-3.2513065338134766,-2.6818981170654297,-3.3843326568603516,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
1,Anaphora,TS 2,grammatical,The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing,The popular sheriff who campaigned for the incumbent politicians never prepared themselves for the new press briefing,paired,-93.69224548339844,-98.86367797851562,True,-2.6238975524902344,-3.2528114318847656,-2.595217704772949,-3.187530517578125,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
2,Anaphora,TS 3,grammatical,The construction worker who argued with the shift leaders undeniably hurt himself on the construction site,The construction worker who argued with the shift leaders undeniably hurt themselves on the construction site,paired,-85.9769058227539,-90.29241943359375,True,-2.5104598999023438,-3.1030759811401367,-2.5162553787231445,-3.0946836471557617,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
3,Anaphora,TS 4,grammatical,The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand,The young caddy who escorted the experienced golfers supposedly dirtied themselves by falling in the sand,paired,-90.14234924316406,-93.94068145751953,True,-2.7804574966430664,-3.4257354736328125,-2.8031511306762695,-3.4960107803344727,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
4,Anaphora,TS 5,grammatical,The police officer who aided the brilliant detectives reportedly disguised himself to get more information,The police officer who aided the brilliant detectives reportedly disguised themselves to get more information,paired,-81.2442398071289,-85.5596694946289,True,-2.5161867141723633,-3.1385717391967773,-2.5212488174438477,-3.113954544067383,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
5,Anaphora,TS 6,ungrammatical,The football referee who argued with the large quarterbacks surprisingly excused himself from the important game,The football referee who argued with the large quarterbacks surprisingly excused themselves from the important game,paired,-97.10414123535156,-100.85122680664062,True,-2.6447296142578125,-3.3994035720825195,-2.661433219909668,-3.357205390930176,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
6,Anaphora,TS 7,ungrammatical,The somber minister who conversed with the religious scholars usually presented himself as very open-minded,The somber minister who conversed with the religious scholars usually presented themselves as very open-minded,paired,-86.09178161621094,-89.61769104003906,True,-2.612367630004883,-3.481818199157715,-2.6135120391845703,-3.4678001403808594,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
7,Anaphora,TS 8,ungrammatical,The serious general who advised the new corporals seemingly committed himself to the training regimen,The serious general who advised the new corporals seemingly committed themselves to the training regimen,paired,-90.54686737060547,-95.72575378417969,True,-2.552705764770508,-3.2843122482299805,-2.5376901626586914,-3.191592216491699,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
8,Anaphora,TS 9,ungrammatical,The paranoid foreman who supervised the coal miners presumably saved himself after the awful cave-in,The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in,paired,-94.06189727783203,-98.14994812011719,True,-2.5562171936035156,-2.995821952819824,-2.5292444229125977,-2.9153242111206055,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
9,Anaphora,TS 10,ungrammatical,The grimy blacksmith who worked for the royal knights evidently hurt himself with the sharp tools,The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools,paired,-88.69338989257812,-93.11212158203125,True,-2.816465377807617,-3.518214225769043,-2.815671920776367,-3.4768247604370117,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
10,Center Embedding,TS 1,grammatical,The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page,The ancient manuscript that the grad student who the new card catalog had confused a great deal was missing a page,paired,-122.18878936767578,-107.9327621459961,False,-2.8221168518066406,-3.45082950592041,-2.89688777923584,-3.679624557495117,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
11,Center Embedding,TS 2,grammatical,The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago,The lullaby that the famous country singer who the record label had signed to a big contract was written seventy years ago,paired,-104.68243408203125,-96.03952026367188,False,-2.4454345703125,-3.2274580001831055,-2.6700592041015625,-3.4755964279174805,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
12,Center Embedding,TS 3,grammatical,The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours,The game that the child who the lawnmower had startled in the yard lasted for hours,paired,-95.33041381835938,-84.20680236816406,False,-2.6571731567382812,-3.4348878860473633,-2.8676271438598633,-3.576230049133301,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
13,Center Embedding,TS 4,grammatical,The crime that the gangster who the story had profiled had planned for weeks was quickly solved,The crime that the gangster who the story had profiled was quickly solved,paired,-88.5401611328125,-80.82501220703125,False,-2.696084976196289,-3.498149871826172,-2.7473764419555664,-3.5282812118530273,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
14,Center Embedding,TS 5,grammatical,The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine,The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine,paired,-100.47853088378906,-100.47853088378906,False,-2.6846914291381836,-3.4046764373779297,-2.6846914291381836,-3.4046764373779297,False,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
15,Center Embedding,TS 6,ungrammatical,The trophy that the athlete who the restaurant had hired as a spokesman cherished was stolen later,The trophy that the athlete who the restaurant had hired as a spokesman was stolen later,paired,-92.93316650390625,-87.85293579101562,False,-2.7242956161499023,-3.4435501098632812,-2.7371997833251953,-3.529552459716797,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
16,Center Embedding,TS 7,ungrammatical,The apartment that the maid who the service had sent over cleaned was well decorated,The apartment that the maid who the service had sent over was well decorated,paired,-74.20738983154297,-72.9971694946289,False,-2.5668277740478516,-3.245563507080078,-2.7639389038085938,-3.493218421936035,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
