item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
0,Anaphora,TS 1,grammatical,The new executive who oversaw the middle managers apparently doubted himself on most major decisions,The new executive who oversaw the middle managers apparently doubted themselves on most major decisions,paired,-87.65130615234375,-89.3885726928711,True,-1.3475894927978516,-2.6991519927978516,-1.4004039764404297,-2.5800914764404297,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
1,Anaphora,TS 2,grammatical,The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing,The popular sheriff who campaigned for the incumbent politicians never prepared themselves for the new press briefing,paired,-101.72077941894531,-105.68473052978516,True,-1.3969039916992188,-2.7875289916992188,-1.529372215270996,-2.544997215270996,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
2,Anaphora,TS 3,grammatical,The construction worker who argued with the shift leaders undeniably hurt himself on the construction site,The construction worker who argued with the shift leaders undeniably hurt themselves on the construction site,paired,-86.13015747070312,-91.338134765625,True,-1.4265499114990234,-2.6531124114990234,-1.534841537475586,-2.472341537475586,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
3,Anaphora,TS 4,grammatical,The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand,The young caddy who escorted the experienced golfers supposedly dirtied themselves by falling in the sand,paired,-93.6343994140625,-98.81686401367188,True,-1.4509086608886719,-2.552471160888672,-1.5461349487304688,-2.4211349487304688,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
4,Anaphora,TS 5,grammatical,The police officer who aided the brilliant detectives reportedly disguised himself to get more information,The police officer who aided the brilliant detectives reportedly disguised themselves to get more information,paired,-83.57345581054688,-86.08865356445312,True,-1.4347867965698242,-2.606661796569824,-1.586867332458496,-2.430617332458496,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
5,Anaphora,TS 6,ungrammatical,The football referee who argued with the large quarterbacks surprisingly excused himself from the important game,The football referee who argued with the large quarterbacks surprisingly excused themselves from the important game,paired,-97.89154815673828,-102.49240112304688,True,-1.3665657043457031,-2.710315704345703,-1.4919376373291016,-2.5075626373291016,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
6,Anaphora,TS 7,ungrammatical,The somber minister who conversed with the religious scholars usually presented himself as very open-minded,The somber minister who conversed with the religious scholars usually presented themselves as very open-minded,paired,-90.71646118164062,-96.61253356933594,True,-1.3935317993164062,-2.6279067993164062,-1.4932136535644531,-2.407276153564453,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
7,Anaphora,TS 8,ungrammatical,The serious general who advised the new corporals seemingly committed himself to the training regimen,The serious general who advised the new corporals seemingly committed themselves to the training regimen,paired,-97.37295532226562,-99.46110534667969,True,-1.3642292022705078,-2.575166702270508,-1.4513492584228516,-2.4904117584228516,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
8,Anaphora,TS 9,ungrammatical,The paranoid foreman who supervised the coal miners presumably saved himself after the awful cave-in,The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in,paired,-97.05733489990234,-101.81766510009766,True,-1.405649185180664,-2.733774185180664,-1.5031938552856445,-2.5969438552856445,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
9,Anaphora,TS 10,ungrammatical,The grimy blacksmith who worked for the royal knights evidently hurt himself with the sharp tools,The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools,paired,-90.65465545654297,-97.59590911865234,True,-1.4305419921875,-2.8367919921875,-1.5093631744384766,-2.6421756744384766,True,True,True,False,False,True,meta-llama/Llama-2-13b-hf,
