item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
0,Anaphora,TS 1,grammatical,The new executive who oversaw the middle managers apparently doubted himself on most major decisions,The new executive who oversaw the middle managers apparently doubted themselves on most major decisions,paired,-84.42413330078125,-86.23796081542969,True,-3.1018924713134766,-3.6475963592529297,-3.1333131790161133,-3.735629081726074,True,False,True,False,False,True,allenai/OLMo-7B,
1,Anaphora,TS 2,grammatical,The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing,The popular sheriff who campaigned for the incumbent politicians never prepared themselves for the new press briefing,paired,-93.34831237792969,-97.83004760742188,True,-3.217423439025879,-3.9541826248168945,-3.221710205078125,-3.9719696044921875,True,False,True,False,False,True,allenai/OLMo-7B,
2,Anaphora,TS 3,grammatical,The construction worker who argued with the shift leaders undeniably hurt himself on the construction site,The construction worker who argued with the shift leaders undeniably hurt themselves on the construction site,paired,-78.57472229003906,-82.21479034423828,True,-3.0717601776123047,-3.8472423553466797,-3.1170339584350586,-3.941218376159668,True,False,True,False,False,True,allenai/OLMo-7B,
3,Anaphora,TS 4,grammatical,The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand,The young caddy who escorted the experienced golfers supposedly dirtied themselves by falling in the sand,paired,-92.75465393066406,-95.3150863647461,True,-3.2814102172851562,-3.9088592529296875,-3.3033952713012695,-3.9698171615600586,True,False,True,False,False,True,allenai/OLMo-7B,
4,Anaphora,TS 5,grammatical,The police officer who aided the brilliant detectives reportedly disguised himself to get more information,The police officer who aided the brilliant detectives reportedly disguised themselves to get more information,paired,-76.2645263671875,-79.30306243896484,True,-3.4774351119995117,-4.444772720336914,-3.500788688659668,-4.456479072570801,True,False,True,False,False,True,allenai/OLMo-7B,
5,Anaphora,TS 6,ungrammatical,The football referee who argued with the large quarterbacks surprisingly excused himself from the important game,The football referee who argued with the large quarterbacks surprisingly excused themselves from the important game,paired,-89.89551544189453,-93.09075164794922,True,-3.0482711791992188,-3.7623462677001953,-3.0700998306274414,-3.779569625854492,True,False,True,False,False,True,allenai/OLMo-7B,
6,Anaphora,TS 7,ungrammatical,The somber minister who conversed with the religious scholars usually presented himself as very open-minded,The somber minister who conversed with the religious scholars usually presented themselves as very open-minded,paired,-84.30027770996094,-88.64535522460938,True,-3.0797576904296875,-3.752635955810547,-3.111466407775879,-3.782327651977539,True,False,True,False,False,True,allenai/OLMo-7B,
7,Anaphora,TS 8,ungrammatical,The serious general who advised the new corporals seemingly committed himself to the training regimen,The serious general who advised the new corporals seemingly committed themselves to the training regimen,paired,-91.80207061767578,-92.8772964477539,True,-3.024150848388672,-3.6149368286132812,-3.025294303894043,-3.6417617797851562,True,False,True,False,False,True,allenai/OLMo-7B,
8,Anaphora,TS 9,ungrammatical,The paranoid foreman who supervised the coal miners presumably saved himself after the awful cave-in,The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in,paired,-92.46790313720703,-96.11690521240234,True,-3.0670080184936523,-3.6807775497436523,-3.1246089935302734,-3.779888153076172,True,False,True,False,False,True,allenai/OLMo-7B,
9,Anaphora,TS 10,ungrammatical,The grimy blacksmith who worked for the royal knights evidently hurt himself with the sharp tools,The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools,paired,-84.06776428222656,-88.34388732910156,True,-3.063992500305176,-3.865459442138672,-3.0867624282836914,-3.914226531982422,True,False,True,False,False,True,allenai/OLMo-7B,
10,Center Embedding,TS 1,grammatical,The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page,The ancient manuscript that the grad student who the new card catalog had confused a great deal was missing a page,paired,-126.204833984375,-109.62486267089844,False,-3.004349708557129,-3.60758113861084,-2.9917964935302734,-3.6120786666870117,False,False,True,False,False,True,allenai/OLMo-7B,
11,Center Embedding,TS 2,grammatical,The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago,The lullaby that the famous country singer who the record label had signed to a big contract was written seventy years ago,paired,-106.90196990966797,-99.0041732788086,False,-3.2925310134887695,-3.9835195541381836,-3.2705612182617188,-3.748908042907715,False,True,True,False,False,True,allenai/OLMo-7B,
12,Center Embedding,TS 3,grammatical,The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours,The game that the child who the lawnmower had startled in the yard lasted for hours,paired,-97.66645812988281,-85.55268859863281,False,-3.0870819091796875,-3.8071155548095703,-3.0424890518188477,-3.680814743041992,False,True,True,False,False,True,allenai/OLMo-7B,
13,Center Embedding,TS 4,grammatical,The crime that the gangster who the story had profiled had planned for weeks was quickly solved,The crime that the gangster who the story had profiled was quickly solved,paired,-89.78091430664062,-73.79899597167969,False,-3.12481689453125,-3.804819107055664,-3.1237077713012695,-3.7961721420288086,False,True,True,False,False,True,allenai/OLMo-7B,
14,Center Embedding,TS 5,grammatical,The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine,The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine,paired,-103.66549682617188,-103.66549682617188,False,-2.9981250762939453,-3.915651321411133,-2.9981250762939453,-3.915651321411133,False,False,True,False,False,True,allenai/OLMo-7B,
15,Center Embedding,TS 6,ungrammatical,The trophy that the athlete who the restaurant had hired as a spokesman cherished was stolen later,The trophy that the athlete who the restaurant had hired as a spokesman was stolen later,paired,-94.18362426757812,-86.92911529541016,False,-3.2343664169311523,-4.129671096801758,-3.1763925552368164,-4.037820816040039,False,True,True,False,False,True,allenai/OLMo-7B,
