item_id,phenomenon,test_item,original_condition,sentence_grammatical,sentence_ungrammatical,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
0,Anaphora,TS 1,grammatical,The new executive who oversaw the middle managers apparently doubted himself on most major decisions,The new executive who oversaw the middle managers apparently doubted themselves on most major decisions,paired,-87.40524291992188,-88.89910888671875,True,-0.9998283386230469,-1.4565315246582031,-1.22808837890625,-1.2378463745117188,True,True,True,False,False,True,google/gemma-7b,
1,Anaphora,TS 2,grammatical,The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing,The popular sheriff who campaigned for the incumbent politicians never prepared themselves for the new press briefing,paired,-97.11782836914062,-101.11796569824219,True,-1.0020256042480469,-1.4474411010742188,-1.6891555786132812,-0.9335441589355469,True,True,True,True,True,True,google/gemma-7b,
2,Anaphora,TS 3,grammatical,The construction worker who argued with the shift leaders undeniably hurt himself on the construction site,The construction worker who argued with the shift leaders undeniably hurt themselves on the construction site,paired,-82.30227661132812,-86.02067565917969,True,-1.1519088745117188,-1.368255615234375,-1.6977615356445312,-1.0043754577636719,True,True,True,True,True,True,google/gemma-7b,
3,Anaphora,TS 4,grammatical,The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand,The young caddy who escorted the experienced golfers supposedly dirtied themselves by falling in the sand,paired,-93.74082946777344,-96.54036712646484,True,-0.8782806396484375,-1.8057327270507812,-1.6348228454589844,-1.0099639892578125,True,True,True,True,True,True,google/gemma-7b,
4,Anaphora,TS 5,grammatical,The police officer who aided the brilliant detectives reportedly disguised himself to get more information,The police officer who aided the brilliant detectives reportedly disguised themselves to get more information,paired,-81.38790130615234,-82.56182861328125,True,-0.8778572082519531,-1.7574958801269531,-1.4405670166015625,-1.124298095703125,True,True,True,True,True,True,google/gemma-7b,
5,Anaphora,TS 6,ungrammatical,The football referee who argued with the large quarterbacks surprisingly excused himself from the important game,The football referee who argued with the large quarterbacks surprisingly excused themselves from the important game,paired,-96.21257781982422,-100.43379211425781,True,-1.3669281005859375,-1.2397499084472656,-2.2303295135498047,-0.8456230163574219,True,True,False,True,False,True,google/gemma-7b,
6,Anaphora,TS 7,ungrammatical,The somber minister who conversed with the religious scholars usually presented himself as very open-minded,The somber minister who conversed with the religious scholars usually presented themselves as very open-minded,paired,-90.76111602783203,-93.72943878173828,True,-0.6996984481811523,-2.0464582443237305,-1.9866085052490234,-0.7701473236083984,True,True,True,True,True,True,google/gemma-7b,
7,Anaphora,TS 8,ungrammatical,The serious general who advised the new corporals seemingly committed himself to the training regimen,The serious general who advised the new corporals seemingly committed themselves to the training regimen,paired,-95.39663696289062,-99.4036636352539,True,-1.2023773193359375,-1.2537994384765625,-1.71966552734375,-0.9577674865722656,True,True,True,True,True,True,google/gemma-7b,
8,Anaphora,TS 9,ungrammatical,The paranoid foreman who supervised the coal miners presumably saved himself after the awful cave-in,The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in,paired,-93.37222290039062,-95.85717010498047,True,-0.7803878784179688,-1.962259292602539,-1.6718826293945312,-0.9699249267578125,True,True,True,True,True,True,google/gemma-7b,
9,Anaphora,TS 10,ungrammatical,The grimy blacksmith who worked for the royal knights evidently hurt himself with the sharp tools,The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools,paired,-92.40253448486328,-98.26594543457031,True,-1.0920333862304688,-1.4949531555175781,-1.8754920959472656,-0.9464168548583984,True,True,True,True,True,True,google/gemma-7b,
10,Center Embedding,TS 1,grammatical,The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page,The ancient manuscript that the grad student who the new card catalog had confused a great deal was missing a page,paired,-129.04800415039062,-117.87284851074219,False,-1.3892974853515625,-1.3247451782226562,-1.5127449035644531,-1.0420646667480469,True,True,False,True,False,True,google/gemma-7b,
11,Center Embedding,TS 2,grammatical,The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago,The lullaby that the famous country singer who the record label had signed to a big contract was written seventy years ago,paired,-112.6104965209961,-102.6846923828125,False,-1.3800277709960938,-1.3068389892578125,-1.4389762878417969,-1.0768547058105469,True,True,False,True,False,True,google/gemma-7b,
12,Center Embedding,TS 3,grammatical,The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours,The game that the child who the lawnmower had startled in the yard lasted for hours,paired,-102.98854064941406,-92.18649291992188,False,-1.5736618041992188,-1.0643882751464844,-1.6150474548339844,-1.0016403198242188,True,True,False,True,False,True,google/gemma-7b,
