item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-1.8143062591552734,-7.532390117645264,9.013804083224386e-05,0.6204372387647767,0.0,0.4351875187518751,6.045349938487059e-06,EleutherAI/pythia-6.9b-deduped,
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-0.6457138061523438,-6.452993869781494,0.00010715991811593994,0.5837895695074826,0.0,0.16644464446444643,0.09790686558949781,EleutherAI/pythia-6.9b-deduped,
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.625335693359375,-8.430042266845703,0.00014104640285950154,0.4846429142727748,0.0,0.14316231623162315,0.15532985949534095,EleutherAI/pythia-6.9b-deduped,
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-0.8557653427124023,-2.297466278076172,4.363587504485622e-05,0.6243165008163787,0.0,0.4634023402340234,1.2028527458248934e-06,EleutherAI/pythia-6.9b-deduped,
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-1.1775054931640625,-8.048016548156738,0.00011144802556373179,0.5099158395870365,0.0,0.03644764476447644,0.71883686327667,EleutherAI/pythia-6.9b-deduped,
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-1.561880111694336,-4.603982925415039,5.403047180152498e-05,0.7352045499101695,0.0,0.33012901290129004,0.0007955281053634421,EleutherAI/pythia-6.9b-deduped,
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-0.2747793197631836,-7.360276222229004,0.00012748618610203266,0.589400575283373,0.0,0.15025502550255024,0.1356612664263206,EleutherAI/pythia-6.9b-deduped,
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.13519859313964844,-3.6319589614868164,6.0862261307192966e-05,0.6620917320058097,0.0,0.4036123612361236,3.127800441148304e-05,EleutherAI/pythia-6.9b-deduped,
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-1.950185775756836,-6.023350715637207,9.736325591802597e-05,0.6261942846558862,0.0,0.5198319831983198,2.9824171714811026e-08,EleutherAI/pythia-6.9b-deduped,
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-4.108162879943848,-7.865871906280518,5.4099305998533964e-05,0.6740666665227882,0.0,-0.0449084908490849,0.657286432990448,EleutherAI/pythia-6.9b-deduped,
10,"Escorting drunk humans out of the bar is different from going up against a tiger-wildcat who eats raw steak for breakfast and is dying for a fight.""

""I bet he could win with just his breath,"" Ronan said. Sean chuckled.

""Take it seriously, Ronan. These guys are seasoned. If Marquez has a champion, it means he's won a good share of the",fights,-2.230783462524414,-10.43648910522461,0.0001255454553756863,0.5769801700170383,0.0,-0.12568856885688567,0.21275282788570624,EleutherAI/pythia-6.9b-deduped,
11,"Instead, I stare straight ahead like I'm deeply interested in what's going on at the front of the room.

Eventually, we make it through to the part where everyone stands up and says their little piece. Some have a longer, more in depth story to tell, which terrifies me. I don't want anyone to ask me for my",story,-0.5165519714355469,-7.917851448059082,0.0001229102781508118,0.6116174130100981,0.0,0.25010501050105005,0.012085897816310052,EleutherAI/pythia-6.9b-deduped,
12,"Recall our encounter with the warbirds at the Federation border. Confirm my memory with yours.”
She turned Seren to face her. They placed their foreheads together as when they meditated together. They held hands beneath the surface of the water. They closed their eyes.
“There were five warbirds at the",border,-0.3914308547973633,-10.499085426330566,0.00017524191935081035,0.7097953603957928,0.0,-0.042760276027602746,0.6727184591518034,EleutherAI/pythia-6.9b-deduped,
13,"I was so happy to see him that I almost sobbed his name.
Eli stiffened and let out a hiss. “Mohiri!” Fear crept into his voice, and my dazed mind wondered what on earth scared a vampire.
Nikolas chuckled, and I felt a tremor run through my captor. “I see there is no need for",introductions,-3.662332534790039,-15.601414680480957,9.217982733389363e-05,0.5480749928117781,0.0,0.25689768976897687,0.009876177094190223,EleutherAI/pythia-6.9b-deduped,
