item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-3.3161325454711914,-11.679201126098633,7.758061838103458e-05,0.563747207009387,0.0,0.47171917191719165,7.265761888073971e-07,EleutherAI/pythia-2.8b-deduped,
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-1.786895751953125,-5.882931709289551,7.01078461133875e-05,0.6407310914996933,0.0,0.18909090909090906,0.059541805158074904,EleutherAI/pythia-2.8b-deduped,
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.33821678161621094,-7.746593952178955,0.00013746783952228725,0.60098062936323,0.0,0.1393219321932193,0.16683185064656073,EleutherAI/pythia-2.8b-deduped,
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-1.1283550262451172,-6.159511566162109,7.613858178956434e-05,0.7060014994840461,0.0,0.3149954995499549,0.001412801433870863,EleutherAI/pythia-2.8b-deduped,
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-1.877488136291504,-9.61996841430664,0.00010224246943835169,0.46474717083056194,0.0,0.13989798979897988,0.1650674835508951,EleutherAI/pythia-2.8b-deduped,
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-1.9554939270019531,-3.776887893676758,7.238510443130508e-05,0.705207810025345,0.0,0.19125112511251124,0.05663716337829381,EleutherAI/pythia-2.8b-deduped,
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-0.4028663635253906,-5.85421085357666,0.00010867469973163679,0.5237222328620504,0.0,0.1801020102010201,0.07296182574416152,EleutherAI/pythia-2.8b-deduped,
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.13626670837402344,-4.60286808013916,6.341397966025397e-05,0.6481197244681411,0.0,0.31464746474647465,0.0014310931938137795,EleutherAI/pythia-2.8b-deduped,
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-0.35666656494140625,-9.493021011352539,0.00014589315105695277,0.6543380622331268,0.0,0.4586138613861386,1.5983540237860421e-06,EleutherAI/pythia-2.8b-deduped,
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-3.8570728302001953,-7.334303855895996,5.7042099797399715e-05,0.6107952614389686,0.0,0.26307830783078306,0.008182077226287027,EleutherAI/pythia-2.8b-deduped,
10,"Escorting drunk humans out of the bar is different from going up against a tiger-wildcat who eats raw steak for breakfast and is dying for a fight.""

""I bet he could win with just his breath,"" Ronan said. Sean chuckled.

""Take it seriously, Ronan. These guys are seasoned. If Marquez has a champion, it means he's won a good share of the",fights,-1.0707216262817383,-13.285868644714355,0.0001484132808400318,0.5919198708656643,0.0,-0.05408940894089408,0.5930058655150361,EleutherAI/pythia-2.8b-deduped,
11,"Instead, I stare straight ahead like I'm deeply interested in what's going on at the front of the room.

Eventually, we make it through to the part where everyone stands up and says their little piece. Some have a longer, more in depth story to tell, which terrifies me. I don't want anyone to ask me for my",story,-2.1467533111572266,-7.125438213348389,0.00011216939310543239,0.5987206288413927,0.0,0.021050105010501047,0.8353245788625054,EleutherAI/pythia-2.8b-deduped,
12,"Recall our encounter with the warbirds at the Federation border. Confirm my memory with yours.”
She turned Seren to face her. They placed their foreheads together as when they meditated together. They held hands beneath the surface of the water. They closed their eyes.
“There were five warbirds at the",border,-0.6779794692993164,-11.957491874694824,0.0001812959962990135,0.6648074411341413,0.0,-0.04796879687968796,0.6355497704795097,EleutherAI/pythia-2.8b-deduped,
13,"I was so happy to see him that I almost sobbed his name.
Eli stiffened and let out a hiss. “Mohiri!” Fear crept into his voice, and my dazed mind wondered what on earth scared a vampire.
Nikolas chuckled, and I felt a tremor run through my captor. “I see there is no need for",introductions,-3.470714569091797,-13.73021411895752,7.667363388463855e-05,0.6134704247875088,0.0,0.10664266426642663,0.29095271279650514,EleutherAI/pythia-2.8b-deduped,
14,"""Come on, baby girl,"" Mary Jo said, scooping up the toy, then bending to retrieve her daughter. ""Let me change your diaper and put you down for a couple of hours.""

""She sleeps that long?""

""Almost every afternoon. She still takes a morning nap, too, but she'll outgrow those pretty soon.""

Lori knew she had a lot to learn about",babies,-1.9995269775390625,-10.760992050170898,0.00012506917119026184,0.4970853284202406,0.0,0.2062166216621662,0.03954985309694428,EleutherAI/pythia-2.8b-deduped,
15,"I would really like to have some time with my mom.""

Lucien groaned inwardly. How could he say no to that? Julia was grieving for her mate and at a loss on how to deal with her daughter. Now Jaeden actually wanted to speak to her mom... he would be an ogre if he said no. He gave a quick nod and ignored the grateful smile she threw him before her and her mother ambled out of the room",together,-6.213291168212891,-10.62067699432373,0.00020506829605437815,0.5247946801812645,0.0,0.14076207620762077,0.1624469193640831,EleutherAI/pythia-2.8b-deduped,
16,"If Demerzel has the ability to change minds, he has to do so without bringing about side effects he does not wish-and since he is the Emperor's First Minister, the side effects he must worry about are numerous, indeed.""

""And the application to the present case?""

""Think about it! You can't tell anyone-except me, of course-that Demerzel is a robot, because he has adjusted you so that you can't. But how much adjustment did that take? Do you want to tell people that he is a",robot,-0.8521966934204102,-6.027884006500244,7.3600334872026e-05,0.5857271201661066,0.0,0.25369336933693365,0.01087003520526799,EleutherAI/pythia-2.8b-deduped,
17,"I leaned out the window and pointed at Floyd’s hearing aid.
Floyd dug the hearing aid out of his ear and made an adjustment. “Sorry,” he said, screwing it back in. “Blasted thing was turned off.”
“What happened to Chester?”
“Shot in the head’s what happened to",Chester,-0.44507789611816406,-10.170278549194336,0.00019540898210834712,0.7472142648408137,0.0,0.02743474347434743,0.7864300994911326,EleutherAI/pythia-2.8b-deduped,
18,"‘Well I don’t know why, Nellie showed it to me many times. It has heaps of her poems and short stories in it; mostly girlie stuff though, which is why she obviously didn’t bother showing you. Strange that she left it to you though, I can’t imagine you would enjoy it very much.
‘Are you sure it is the same",book,-0.9194364547729492,-7.4973063468933105,9.387793397763744e-05,0.7696395601363176,0.0,0.06817881788178817,0.5003104905322822,EleutherAI/pythia-2.8b-deduped,
19,"""We'll wait for you, Daddy,"" Izzy said, snuggling up to Annie.

Nick pressed the book into Izzy's hands and hurried out of the room. He came back a few minutes later, looking solemn.

Annie felt a prickling of fear. She sat up straighter, leaning forward. ""Nick?""

He eased back into the bed, on the other side of",Izzy,-0.9314327239990234,-5.690849304199219,8.568608609493822e-05,0.5813220424040196,0.0,0.41119711971197115,2.1392235318988817e-05,EleutherAI/pythia-2.8b-deduped,
20,"""Michael wanted nothing to do with the business for a very long time,"" the older woman answered. ""He had his heart set on being a race-car driver.""

Maggie's mouth fell open. ""What?""

""Si. He was very good, though my heart stopped every time he went out on the track. No matter how many times his papa and I tried to discourage him, he found a way back on the",track,-0.8229684829711914,-10.46770191192627,0.0001294022222282365,0.5757916631060063,0.0,0.1903150315031503,0.05788125918633154,EleutherAI/pythia-2.8b-deduped,
21,"A cowboy behind her said to break up a cheese slice and mush it down in the mixture.  Sarah took a slice of cheese to do just that.
Sarah and Tess sat at one of the large tables with other guests.  Everyone talked and laughed, while eating lunch.  It seemed a happy group. Dale watched from the back to make sure all was well and to get another look at",Sarah,-1.057023048400879,-6.2747697830200195,9.776357183000073e-05,0.6604317164016393,0.0,0.3572517251725172,0.0002634843055453217,EleutherAI/pythia-2.8b-deduped,
22,"Brayden's face was a mix of incredulity and disappointment when I told him I had to leave.

""But you just... I mean..."" It was a rare moment of speechlessness for him.

""I'm sorry,"" I said earnestly. ""Especially after being late and ruining the museum. But it's a family emergency.""

""Your family has an awful lot of",emergencies,-1.0906438827514648,-13.938467025756836,0.00016526112449355423,0.4527716769975385,0.0,0.043144314431443134,0.6699494453501014,EleutherAI/pythia-2.8b-deduped,
23,"""Thank you,"" Liz says, her sweaty face going into my neck. ""I'm so tired.""

""As soon as this is over, you can sleep. I promise.""

""Okay."" She says softly. The doctor walks in and sits down at the end of the bed.

""Are you ready for this,",Liz,-1.0769119262695312,-3.879222869873047,6.795435911044478e-05,0.6689139667808222,0.0,-0.014941494149414938,0.8827021431135599,EleutherAI/pythia-2.8b-deduped,
24,Olaf slapped the boy real hard. Bob was momentarily stunned. Olaf then started yelling at him about calling him without permission unless it was emergency. The boy mumbled something crying at the same time. Bob got closer through the woods and stepped on a branch that cracked. Both Olaf and the boy heard it and walked towards,Bob,-0.7330760955810547,-3.8834915161132812,8.971957140602171e-05,0.6933225071225049,0.0,0.2425682568256825,0.015031505436445644,EleutherAI/pythia-2.8b-deduped,
25,"Instead, its twin towers, now horizontal so as to appear like walkways, loomed over the deck of the Hercules, and the black ship stopped impossibly quickly, its movement suddenly halted.
No one moved for a moment and the two ships sat there, doing nothing. Then Lucius saw a movement near the top of the mighty warship as the hooked walkways descended downwards, until they reached down from the deck of the black vessel to the deck of the",Hercules,-1.3541717529296875,-9.005367279052734,8.801412332104519e-05,0.671147970177389,0.0,0.046264626462646265,0.6476174760581015,EleutherAI/pythia-2.8b-deduped,
26,"She kisses me again.

""Oh-kay!"" Jen whistles. ""Can we go now? I don't wanna break up the lovey-dovey show goin' on, but I have shopping to do.""

I laugh and release Lexy, wrapping a friendly arm around Jen's shoulders. ""Oh, how dull my life would be without you,",Jen,-1.802678108215332,-5.404031753540039,6.340239633573219e-05,0.7456682334760809,0.0,0.20981698169816979,0.03615565692705657,EleutherAI/pythia-2.8b-deduped,
27,"His smile widened. “I’ll keep it a secret.”
“Thank you.”
“Can you play?”
“Grace taught me how to play Chopsticks.”
“It’s a good place to start.” He tapped his card on the table. “I’ll think I’ll take another look at the",piano,-6.800993919372559,-8.687540054321289,6.163387297419831e-05,0.6436558664914798,0.0,0.13482148214821482,0.18109885591657107,EleutherAI/pythia-2.8b-deduped,
28,"Now, they were opening cans of pork & beans and eating them cold. As to why they didn't heat them up first, it took some prying but Lucas finally admitted that there had been a bit of an accident when they had used the stove and it had caught on fire. The ship was fine but they weren't sure about the",stove,-4.157344818115234,-5.978431701660156,6.31689399597235e-05,0.6619988000294746,0.0,-0.00204020402040204,0.9839272606924903,EleutherAI/pythia-2.8b-deduped,
29,"I wasn't interested in helping, because I knew it was hopeless. Carla was six feet into a snowdrift almost as tall as my head, and we didn't even have a shovel. I just stood in the road next to the Duke, wiping the wisp of wet hair sticking out under my hat. ""Sorry,"" I said to the",Duke,-1.248891830444336,-9.067309379577637,7.927249680506065e-05,0.681870664866385,0.0,0.29678967896789676,0.0027135615994113797,EleutherAI/pythia-2.8b-deduped,
30,"She doesn’t like to talk about it.” Sara looked at Joshua.
“Give her time,” he said gently. “It’s only been a few months.” As they reached Sara’s street, he stopped, pulled her into his arms, and held her for a moment. “I really, really like you,",Sara,-0.2628669738769531,-6.542567253112793,0.00010696172103052959,0.7145324568528646,0.0,0.20186018601860184,0.04400888268428925,EleutherAI/pythia-2.8b-deduped,
31,"“But I can be anything you want.”
Kim and Izzy rolled their eyes.
What a character. From his scruffy jeans and threadbare T-shirt, he obviously liked to dress down. Was it to draw attention to his looks or deflect them? I tugged hard and forced him to release my hand. Ignoring him, I gave my attention to",Kim,-3.157735824584961,-4.774737358093262,6.915452831890434e-05,0.7274875774640507,0.0,0.4766636663666366,5.350097671295405e-07,EleutherAI/pythia-2.8b-deduped,
32,"the boy said, looking proud of every word.
""Go on, James,"" the boy behind him said. Some of the other boys had already headed into the showers and James had been too busy warning Toby. James gave Toby a long dark look then turned and walked on. A moment later Toby followed the boy in front of him into the",showers,-0.38271522521972656,-12.128707885742188,0.0001944444957189262,0.6386829560093285,0.0,0.03552355235523552,0.7256782926683166,EleutherAI/pythia-2.8b-deduped,
33,"Twice Jeremy managed to avoid cars spinning out of control, and the number of vehicles that littered the roads was unreal. She was probably just as tired and worn out from being tense.
A little after six, she left a note in the room and trudged her way through the snow to the truck stop’s restaurant and ordered dinner-to-go for both of them.
As she opened the motel room’s door, she called, “Hey,",Jeremy,-2.2430553436279297,-8.8192720413208,6.265641422942281e-05,0.6782767010543752,0.0,0.2459165916591659,0.013653732712209399,EleutherAI/pythia-2.8b-deduped,
