item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-1.5228338241577148,-1.867915153503418,2.137323099304922e-05,0.8600193597373759,0.0,0.7711282628299041,6.301537291828767e-21,meta-llama/Llama-2-70b-hf,
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-1.263789176940918,-3.674205780029297,7.796759018674493e-05,0.8072898313680539,0.0,0.2932177200496824,0.0030696202678463015,meta-llama/Llama-2-70b-hf,
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.3656959533691406,-1.5480365753173828,5.67219358345028e-05,0.8200939961205871,0.0,0.17169141040601266,0.08762963757206776,meta-llama/Llama-2-70b-hf,
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-0.07765007019042969,-0.7125911712646484,1.6767331544542685e-05,0.7736682112453325,0.0,0.5890620177054086,1.1433267021473902e-10,meta-llama/Llama-2-70b-hf,
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-0.30364227294921875,-1.5128631591796875,3.476863639662042e-05,0.8074591818936273,0.0,0.5305256593736821,1.3684101026742787e-08,meta-llama/Llama-2-70b-hf,
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-0.6693611145019531,-1.5919475555419922,3.7662517570424825e-05,0.8611117237414081,0.0,0.47786545917030654,4.962936008747471e-07,meta-llama/Llama-2-70b-hf,
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-0.22570228576660156,-0.8419504165649414,1.8617303794599138e-05,0.794708020319675,0.0,0.24833622417534743,0.01272773070641815,meta-llama/Llama-2-70b-hf,
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.310943603515625,-2.6657543182373047,6.187187682371587e-05,0.8476927232370297,0.0,0.49991598713393687,1.1871739220005322e-07,meta-llama/Llama-2-70b-hf,
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-1.2615947723388672,-4.928571701049805,8.58429993968457e-05,0.8468902460844614,0.0,0.763274445191243,2.6740358780039724e-20,meta-llama/Llama-2-70b-hf,
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-1.2924060821533203,-2.6007251739501953,2.8416327040758915e-05,0.8224504368345539,0.0,0.6847074993270094,3.995693832243918e-15,meta-llama/Llama-2-70b-hf,
