item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-4.63569450378418,-12.508380889892578,8.53717137943022e-05,0.7338600908539143,0.0,0.4876807680768076,2.658202321941467e-07,allenai/OLMo-1B,
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-6.3626251220703125,-4.561783790588379,5.029669409850612e-05,0.8995074643308196,0.0,0.030759075907590756,0.7612837153365302,allenai/OLMo-1B,
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.5382347106933594,-8.475951194763184,0.0001468815462430939,0.7101432744294051,0.0,0.22474647464746472,0.024572968549214105,allenai/OLMo-1B,
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-0.6065883636474609,-2.0864524841308594,3.1456136639462784e-05,0.8425558499301549,0.0,0.5673927392739273,7.497689378135619e-10,allenai/OLMo-1B,
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-1.606801986694336,-6.955832481384277,7.26468933862634e-05,0.775575337848578,0.0,0.30725472547254723,0.00187404460596418,allenai/OLMo-1B,
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-2.2410945892333984,-3.289670944213867,5.7654851843835786e-05,0.8707569665860985,0.0,0.21243324332433242,0.033845554320316724,allenai/OLMo-1B,
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-0.3622703552246094,-7.580944061279297,0.000130556189105846,0.6773206604625157,0.0,0.1454065406540654,0.14888868988629128,allenai/OLMo-1B,
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.11830902099609375,-3.7680253982543945,3.809696136158891e-05,0.8840379466435586,0.0,0.5257485748574857,1.9445139925516454e-08,allenai/OLMo-1B,
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-1.6167335510253906,-4.946393013000488,5.351084837457165e-05,0.9020820242022058,0.0,0.6573057305730573,1.1042812895918837e-13,allenai/OLMo-1B,
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-3.474872589111328,-7.962162017822266,6.325411231955513e-05,0.8302371400005396,0.0,0.17194119411941192,0.0871626043487858,allenai/OLMo-1B,
10,"Escorting drunk humans out of the bar is different from going up against a tiger-wildcat who eats raw steak for breakfast and is dying for a fight.""

""I bet he could win with just his breath,"" Ronan said. Sean chuckled.

""Take it seriously, Ronan. These guys are seasoned. If Marquez has a champion, it means he's won a good share of the",fights,-0.9605045318603516,-9.671709060668945,0.0001256579125765711,0.728207291576985,0.0,0.19317131713171315,0.05415370874380374,allenai/OLMo-1B,
11,"Instead, I stare straight ahead like I'm deeply interested in what's going on at the front of the room.

Eventually, we make it through to the part where everyone stands up and says their little piece. Some have a longer, more in depth story to tell, which terrifies me. I don't want anyone to ask me for my",story,-2.3365325927734375,-9.255675315856934,0.0001364913332508877,0.754008047270516,0.0,0.2939453945394539,0.0029938548867370902,allenai/OLMo-1B,
12,"Recall our encounter with the warbirds at the Federation border. Confirm my memory with yours.”
She turned Seren to face her. They placed their foreheads together as when they meditated together. They held hands beneath the surface of the water. They closed their eyes.
“There were five warbirds at the",border,-1.2497386932373047,-9.776098251342773,0.00013998939539305866,0.8290499235171995,0.0,-0.05281728172817281,0.6017421269321375,allenai/OLMo-1B,
13,"I was so happy to see him that I almost sobbed his name.
Eli stiffened and let out a hiss. “Mohiri!” Fear crept into his voice, and my dazed mind wondered what on earth scared a vampire.
Nikolas chuckled, and I felt a tremor run through my captor. “I see there is no need for",introductions,-5.343605995178223,-14.315443992614746,8.503359276801348e-05,0.7520234430190765,0.0,0.391107110711071,5.7367578848308764e-05,allenai/OLMo-1B,
14,"""Come on, baby girl,"" Mary Jo said, scooping up the toy, then bending to retrieve her daughter. ""Let me change your diaper and put you down for a couple of hours.""

""She sleeps that long?""

""Almost every afternoon. She still takes a morning nap, too, but she'll outgrow those pretty soon.""

Lori knew she had a lot to learn about",babies,-3.4560775756835938,-8.801648139953613,0.00010254845255985856,0.8126480537009024,0.0,0.238043804380438,0.017083766177258604,allenai/OLMo-1B,
15,"I would really like to have some time with my mom.""

Lucien groaned inwardly. How could he say no to that? Julia was grieving for her mate and at a loss on how to deal with her daughter. Now Jaeden actually wanted to speak to her mom... he would be an ogre if he said no. He gave a quick nod and ignored the grateful smile she threw him before her and her mother ambled out of the room",together,-4.51988410949707,-12.635106086730957,0.00023176790273282677,0.7316215603399817,0.0,0.21233723372337232,0.03392807738052506,allenai/OLMo-1B,
16,"If Demerzel has the ability to change minds, he has to do so without bringing about side effects he does not wish-and since he is the Emperor's First Minister, the side effects he must worry about are numerous, indeed.""

""And the application to the present case?""

""Think about it! You can't tell anyone-except me, of course-that Demerzel is a robot, because he has adjusted you so that you can't. But how much adjustment did that take? Do you want to tell people that he is a",robot,-0.43506431579589844,-9.056022644042969,0.00014377398474607617,0.6870570012743857,0.0,0.40674467446744667,2.6766333011506162e-05,allenai/OLMo-1B,
17,"I leaned out the window and pointed at Floyd’s hearing aid.
Floyd dug the hearing aid out of his ear and made an adjustment. “Sorry,” he said, screwing it back in. “Blasted thing was turned off.”
“What happened to Chester?”
“Shot in the head’s what happened to",Chester,-0.4161567687988281,-3.3239221572875977,9.030554065247998e-05,0.8718183651943654,0.0,0.11206720672067207,0.2669630380295629,allenai/OLMo-1B,
18,"‘Well I don’t know why, Nellie showed it to me many times. It has heaps of her poems and short stories in it; mostly girlie stuff though, which is why she obviously didn’t bother showing you. Strange that she left it to you though, I can’t imagine you would enjoy it very much.
‘Are you sure it is the same",book,-2.1462783813476562,-8.693784713745117,8.591552614234388e-05,0.8099020459274178,0.0,0.01146114611461146,0.9098924385034708,allenai/OLMo-1B,
19,"""We'll wait for you, Daddy,"" Izzy said, snuggling up to Annie.

Nick pressed the book into Izzy's hands and hurried out of the room. He came back a few minutes later, looking solemn.

Annie felt a prickling of fear. She sat up straighter, leaning forward. ""Nick?""

He eased back into the bed, on the other side of",Izzy,-2.667102813720703,-4.5482378005981445,6.690902228001505e-05,0.7852044661262942,0.0,0.4245664566456645,1.0704507984405877e-05,allenai/OLMo-1B,
20,"""Michael wanted nothing to do with the business for a very long time,"" the older woman answered. ""He had his heart set on being a race-car driver.""

Maggie's mouth fell open. ""What?""

""Si. He was very good, though my heart stopped every time he went out on the track. No matter how many times his papa and I tried to discourage him, he found a way back on the",track,-0.9464130401611328,-10.40571117401123,0.0001536703493911773,0.7358358327184066,0.0,0.04919291929192919,0.6269396161207815,allenai/OLMo-1B,
