item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision,instruct
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-1.724569320678711,-12.196683883666992,9.792365744942799e-05,0.685157814849497,0.0,0.28590459045904587,0.003932228864029701,allenai/OLMo-7B,step271000-tokens1199B,False
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-1.6633720397949219,-2.6637277603149414,6.229478458408266e-05,0.7404880029830038,0.0,0.05837383738373837,0.5640126855728671,allenai/OLMo-7B,step271000-tokens1199B,False
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.3770313262939453,-5.944130897521973,0.00010627871961332858,0.6625926803479745,0.0,0.1828022802280228,0.0686963123386031,allenai/OLMo-7B,step271000-tokens1199B,False
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-2.063558578491211,-3.4483718872070312,5.10019926878158e-05,0.6598797188026306,0.0,0.5602640264026402,1.3517890167824216e-09,allenai/OLMo-7B,step271000-tokens1199B,False
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-0.5627889633178711,-6.796870231628418,9.867460175883025e-05,0.6253749159000458,0.0,0.48656465646564645,2.856595219435711e-07,allenai/OLMo-7B,step271000-tokens1199B,False
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-1.4569940567016602,-3.2296504974365234,4.344484113971703e-05,0.7931453305003803,0.0,0.23180318031803177,0.020308922858672217,allenai/OLMo-7B,step271000-tokens1199B,False
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-1.1002445220947266,-5.584413528442383,8.199272997444496e-05,0.6801915636912239,0.0,0.34177017701770174,0.0005011422950812508,allenai/OLMo-7B,step271000-tokens1199B,False
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.2632179260253906,-3.727428436279297,5.291015622788109e-05,0.6493646083028831,0.0,0.4202700270027002,1.341512347687806e-05,allenai/OLMo-7B,step271000-tokens1199B,False
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-1.1794071197509766,-5.707855224609375,5.6299450079677626e-05,0.6760545667568872,0.0,0.5792859285928591,2.716756961889112e-10,allenai/OLMo-7B,step271000-tokens1199B,False
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-2.927618980407715,-5.989023208618164,5.508010144694708e-05,0.6243802594452044,0.0,0.38436243624362426,7.878019885509175e-05,allenai/OLMo-7B,step271000-tokens1199B,False
