item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-1.7283458709716797,-9.326093673706055,0.00013226713053882122,0.8025297751789758,0.0,0.1971417686066958,0.04930193280169923,meta-llama/Llama-2-13b-hf,
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-0.9421024322509766,-4.120403289794922,0.00014348694821819663,0.7058668544840345,0.0,0.20903368291844748,0.03687251010334181,meta-llama/Llama-2-13b-hf,
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.14056396484375,-2.874704360961914,8.619810250820592e-05,0.7697238929656893,0.0,0.21314106893973678,0.03324235736110816,meta-llama/Llama-2-13b-hf,
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-0.812652587890625,-2.832900047302246,4.7386743972310796e-05,0.8621767470961218,0.0,0.6918705329591226,1.5794355494517737e-15,meta-llama/Llama-2-13b-hf,
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-0.3453197479248047,-3.270792007446289,7.653888314962387e-05,0.7955953273996338,0.0,0.26385684252691327,0.007987981200545245,meta-llama/Llama-2-13b-hf,
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-0.9257278442382812,-2.9347686767578125,5.9287092881277204e-05,0.8364393873679452,0.0,0.3943801010717707,4.906100320758123e-05,meta-llama/Llama-2-13b-hf,
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-0.47393226623535156,-2.1528501510620117,4.455432645045221e-05,0.8763009107828553,0.0,0.3036243130022184,0.002134077165771359,meta-llama/Llama-2-13b-hf,
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.4694805145263672,-2.642430305480957,5.913128188694827e-05,0.8463262304687811,0.0,0.47526157753522763,5.83801232422631e-07,meta-llama/Llama-2-13b-hf,
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-0.8853855133056641,-5.879973411560059,9.533139382256195e-05,0.8181315369632929,0.0,0.6967903833563145,8.218934836051579e-16,meta-llama/Llama-2-13b-hf,
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-1.1263351440429688,-5.2066497802734375,7.742192246951163e-05,0.8334916925557785,0.0,0.27374826381265416,0.005852780439817597,meta-llama/Llama-2-13b-hf,
10,"Escorting drunk humans out of the bar is different from going up against a tiger-wildcat who eats raw steak for breakfast and is dying for a fight.""

""I bet he could win with just his breath,"" Ronan said. Sean chuckled.

""Take it seriously, Ronan. These guys are seasoned. If Marquez has a champion, it means he's won a good share of the",fights,-1.094618797302246,-5.454941749572754,0.0001250205677933991,0.8072826907111793,0.0,0.06216001324920067,0.5389644899449395,meta-llama/Llama-2-13b-hf,
11,"Instead, I stare straight ahead like I'm deeply interested in what's going on at the front of the room.

Eventually, we make it through to the part where everyone stands up and says their little piece. Some have a longer, more in depth story to tell, which terrifies me. I don't want anyone to ask me for my",story,-1.1106595993041992,-3.6660308837890625,8.321885979967192e-05,0.8061407258195986,0.0,0.23005328728434435,0.02130218005667567,meta-llama/Llama-2-13b-hf,
12,"Recall our encounter with the warbirds at the Federation border. Confirm my memory with yours.”
She turned Seren to face her. They placed their foreheads together as when they meditated together. They held hands beneath the surface of the water. They closed their eyes.
“There were five warbirds at the",border,-0.8188724517822266,-6.577558517456055,0.0001320835144724697,0.8362607233328907,0.0,0.11678593400300509,0.24721474781685582,meta-llama/Llama-2-13b-hf,
13,"I was so happy to see him that I almost sobbed his name.
Eli stiffened and let out a hiss. “Mohiri!” Fear crept into his voice, and my dazed mind wondered what on earth scared a vampire.
Nikolas chuckled, and I felt a tremor run through my captor. “I see there is no need for",introductions,-1.0809307098388672,-7.195713043212891,0.0001182832129416056,0.8016129866842716,0.0,0.3130865798650429,0.001515801401290654,meta-llama/Llama-2-13b-hf,
14,"""Come on, baby girl,"" Mary Jo said, scooping up the toy, then bending to retrieve her daughter. ""Let me change your diaper and put you down for a couple of hours.""

""She sleeps that long?""

""Almost every afternoon. She still takes a morning nap, too, but she'll outgrow those pretty soon.""

Lori knew she had a lot to learn about",babies,-1.024576187133789,-3.18259334564209,8.807214180706069e-05,0.7694192644787993,0.0,0.33191107644412354,0.0007420564623343123,meta-llama/Llama-2-13b-hf,
15,"I would really like to have some time with my mom.""

Lucien groaned inwardly. How could he say no to that? Julia was grieving for her mate and at a loss on how to deal with her daughter. Now Jaeden actually wanted to speak to her mom... he would be an ogre if he said no. He gave a quick nod and ignored the grateful smile she threw him before her and her mother ambled out of the room",together,-3.215330123901367,-8.677754402160645,0.0002571280347183347,0.7678740359660493,0.0,0.05365094038650434,0.5960105584093154,meta-llama/Llama-2-13b-hf,
16,"If Demerzel has the ability to change minds, he has to do so without bringing about side effects he does not wish-and since he is the Emperor's First Minister, the side effects he must worry about are numerous, indeed.""

""And the application to the present case?""

""Think about it! You can't tell anyone-except me, of course-that Demerzel is a robot, because he has adjusted you so that you can't. But how much adjustment did that take? Do you want to tell people that he is a",robot,-0.29816246032714844,-3.225430488586426,7.635619840584695e-05,0.7915133922865719,0.0,0.41089930454411167,2.171749637372523e-05,meta-llama/Llama-2-13b-hf,
17,"I leaned out the window and pointed at Floyd’s hearing aid.
Floyd dug the hearing aid out of his ear and made an adjustment. “Sorry,” he said, screwing it back in. “Blasted thing was turned off.”
“What happened to Chester?”
“Shot in the head’s what happened to",Chester,-0.7244358062744141,-2.4737892150878906,0.00010192996705882251,0.8244679364529683,0.0,0.25414513846570663,0.010724816280867673,meta-llama/Llama-2-13b-hf,
