item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-3.9712066650390625,-13.698168754577637,9.913742542266846e-05,0.614078357588707,0.0,0.41270927092709264,1.9809993218973805e-05,EleutherAI/pythia-1.4b-deduped,
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-2.2011022567749023,-4.119442939758301,5.187529313843697e-05,0.7618652832173229,0.0,0.2449324932493249,0.014046791337981654,EleutherAI/pythia-1.4b-deduped,
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.7556571960449219,-6.089133262634277,0.00010872945131268352,0.5835234450130109,0.0,0.1463066306630663,0.14636251371155115,EleutherAI/pythia-1.4b-deduped,
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-1.2514171600341797,-0.9127445220947266,2.663243685674388e-05,0.739803389872075,0.0,0.4726912691269126,6.844050732360503e-07,EleutherAI/pythia-1.4b-deduped,
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-1.3225889205932617,-8.90226936340332,0.0001074615356628783,0.6312434377145628,0.0,0.1540834083408341,0.12586379216753285,EleutherAI/pythia-1.4b-deduped,
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-2.455547332763672,-3.7165279388427734,6.546839722432196e-05,0.7680250233229408,0.0,0.24686468646864684,0.013284136378343081,EleutherAI/pythia-1.4b-deduped,
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-0.7418069839477539,-7.809378623962402,0.0001244805462192744,0.5755165769373062,0.0,0.0859165916591659,0.3953600212677245,EleutherAI/pythia-1.4b-deduped,
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.3385734558105469,-2.655323028564453,3.9666749216848984e-05,0.7819769938431504,0.0,0.489072907290729,2.4290720548103564e-07,EleutherAI/pythia-1.4b-deduped,
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-1.0811748504638672,-2.4317359924316406,2.802690323733259e-05,0.7886876448690783,0.0,0.5911791179117911,9.443000669822951e-11,EleutherAI/pythia-1.4b-deduped,
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-4.48691463470459,-8.119277954101562,9.015804243972525e-05,0.5658359281278592,0.0,0.2792799279927992,0.004894341777801292,EleutherAI/pythia-1.4b-deduped,
10,"Escorting drunk humans out of the bar is different from going up against a tiger-wildcat who eats raw steak for breakfast and is dying for a fight.""

""I bet he could win with just his breath,"" Ronan said. Sean chuckled.

""Take it seriously, Ronan. These guys are seasoned. If Marquez has a champion, it means he's won a good share of the",fights,-1.2166872024536133,-10.75338363647461,0.0001369893434457481,0.45034926300548084,0.0,0.18333033303330332,0.06788623471217496,EleutherAI/pythia-1.4b-deduped,
11,"Instead, I stare straight ahead like I'm deeply interested in what's going on at the front of the room.

Eventually, we make it through to the part where everyone stands up and says their little piece. Some have a longer, more in depth story to tell, which terrifies me. I don't want anyone to ask me for my",story,-2.01580810546875,-11.07380485534668,0.00017419239156879485,0.4492906782398758,0.0,0.11168316831683167,0.26861599655951734,EleutherAI/pythia-1.4b-deduped,
12,"Recall our encounter with the warbirds at the Federation border. Confirm my memory with yours.”
She turned Seren to face her. They placed their foreheads together as when they meditated together. They held hands beneath the surface of the water. They closed their eyes.
“There were five warbirds at the",border,-1.1802759170532227,-11.746492385864258,0.00013756623957306147,0.5801518077585648,0.0,0.003924392439243924,0.969089171274522,EleutherAI/pythia-1.4b-deduped,
13,"I was so happy to see him that I almost sobbed his name.
Eli stiffened and let out a hiss. “Mohiri!” Fear crept into his voice, and my dazed mind wondered what on earth scared a vampire.
Nikolas chuckled, and I felt a tremor run through my captor. “I see there is no need for",introductions,-4.372739791870117,-16.071529388427734,0.00010779118747450411,0.5993687399150118,0.0,0.2236303630363036,0.025312878907306057,EleutherAI/pythia-1.4b-deduped,
14,"""Come on, baby girl,"" Mary Jo said, scooping up the toy, then bending to retrieve her daughter. ""Let me change your diaper and put you down for a couple of hours.""

""She sleeps that long?""

""Almost every afternoon. She still takes a morning nap, too, but she'll outgrow those pretty soon.""

Lori knew she had a lot to learn about",babies,-3.4330015182495117,-9.573577880859375,0.00010455137089593336,0.6159280819060102,0.0,0.31649564956495646,0.0013363618438336732,EleutherAI/pythia-1.4b-deduped,
15,"I would really like to have some time with my mom.""

Lucien groaned inwardly. How could he say no to that? Julia was grieving for her mate and at a loss on how to deal with her daughter. Now Jaeden actually wanted to speak to her mom... he would be an ogre if he said no. He gave a quick nod and ignored the grateful smile she threw him before her and her mother ambled out of the room",together,-5.13994026184082,-12.945380210876465,0.00021680380450561643,0.5129953668151406,0.0,0.09398139813981396,0.35234063382700276,EleutherAI/pythia-1.4b-deduped,
