item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-1.358839988708496,-10.09170150756836,0.00013359483273234218,0.7518374493121696,0.0,0.3486348634863486,0.0003783706136455335,meta-llama/Llama-2-7b-hf,
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-0.81170654296875,-4.322444915771484,0.00012668479757849127,0.6517878948551962,0.0,-0.01255325532553255,0.9013476053612457,meta-llama/Llama-2-7b-hf,
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.29579734802246094,-2.5648975372314453,7.618482777616009e-05,0.6760813897152654,0.0,0.2348274827482748,0.018685961429887418,meta-llama/Llama-2-7b-hf,
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-1.0331010818481445,-3.4622087478637695,5.912909909966402e-05,0.788022165913902,0.0,0.5557635763576356,1.9472586944616277e-09,meta-llama/Llama-2-7b-hf,
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-0.6582279205322266,-4.644500255584717,0.0001098311913665384,0.7048966091300979,0.0,0.15284728472847284,0.12896604087957841,meta-llama/Llama-2-7b-hf,
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-0.7824783325195312,-4.097181797027588,7.48986130929552e-05,0.711510545774335,0.0,0.3747134713471346,0.00012255927295607008,meta-llama/Llama-2-7b-hf,
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-0.5132293701171875,-4.368791103363037,0.0001168295566458255,0.8166856507489654,0.0,0.08046804680468046,0.4261160995073331,meta-llama/Llama-2-7b-hf,
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.9277553558349609,-3.9607815742492676,8.521652489434928e-05,0.6168734229241525,0.0,0.4669786978697869,9.700076673441692e-07,meta-llama/Llama-2-7b-hf,
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-1.1078672409057617,-4.387822151184082,7.105503755155951e-05,0.6978024724440077,0.0,0.6451845184518452,4.3080665430024023e-13,meta-llama/Llama-2-7b-hf,
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-2.496779441833496,-7.160967826843262,7.268830086104572e-05,0.7832898171881978,0.0,0.0834083408340834,0.40935122380380984,meta-llama/Llama-2-7b-hf,
