item_id,prefix,final_word,direct_logprob,meta_logprob,kl_divergence,spearman_r_all,spearman_p_all,spearman_r_top100,spearman_p_top100,model,revision,instruct
0,"In my palm is a clear stone, and inside it is a small ivory statuette. A guardian angel.

""Figured if you're going to be out at night getting hit by cars, you might as well have some backup.""

I look at him, feeling stunned. Like this is some sort of sign. But as I stare at Harlin, his mouth curved in a confident grin, I don't care about",signs,-10.180334091186523,-12.552431106567383,6.924451736267656e-05,0.7933924535211603,0.0,0.4659585958595859,1.0316555076566698e-06,allenai/OLMo-7B,step10000-tokens44B,False
1,"Give me a minute to change and I'll meet you at the docks."" She'd forced those words through her teeth.

""No need to change. We won't be that long.""

Shane gripped her arm and started leading her to the dock.

""I can make it there on my own,",Shane,-6.055103302001953,-9.829412460327148,3.822522921836935e-05,0.8941855827022109,0.0,0.39323132313231324,5.183944459548322e-05,allenai/OLMo-7B,step10000-tokens44B,False
2,"""Only one source I know of that would be likely to cough up enough money to finance a phony sleep research facility and pay people big bucks to solve crimes in their dreams,"" Farrell concluded dryly.

""What can I say?"" Ellis unfolded his arms and widened his hands. ""Your tax dollars at work.""

Before Farrell could respond, Leila's voice rose from inside the house.

""No insurance?"" she wailed. ""What do you mean you don't have any",insurance,-0.3622722625732422,-4.312142372131348,8.107327448669821e-05,0.6936004219801111,0.0,0.18031803180318032,0.07261291532617987,allenai/OLMo-7B,step10000-tokens44B,False
3,"Helen's heart broke a little in the face of Miss Mabel's selfless courage. She thought that because she was old, her life was of less value than the others'. For all Helen knew, Miss Mabel had a lot more years to live than she did. ""Not going to happen,"" replied",Helen,-1.474679946899414,-1.880929946899414,2.996176408487372e-05,0.7519881638066874,0.0,0.36362436243624363,0.00020027699936988485,allenai/OLMo-7B,step10000-tokens44B,False
4,"Preston had been the last person to wear those chains, and I knew what I'd see and feel if they were slipped onto my skin-the Reaper's unending hatred of me. I'd felt enough of that emotion already in the amphitheater. I didn't want to feel anymore.

""Don't put those on me,"" I whispered. ""Please.""

Sergei looked at me, surprised by my low, raspy please, but he put down the",chains,-1.1430816650390625,-11.284420013427734,0.00015209759294521064,0.7354948043985797,0.0,0.18947494749474944,0.05901671159938516,allenai/OLMo-7B,step10000-tokens44B,False
5,"She knew that Basha was a decent young man, that he was pretty sweet and friendly with her. Jawen knew they had a bit of a history, but she thought that this time she would get along better with him, that she could overlook those problems. 
They kissed, and she knew that she liked Basha, but then Hastin interfered. She was so angry that she immediately said, once they were out of earshot of Basha, “You don’t mean anything to me anymore,",Hastin,-3.759676933288574,-3.834925651550293,6.543950439663604e-05,0.7633567719929408,0.0,0.19287128712871285,0.05453574382935763,allenai/OLMo-7B,step10000-tokens44B,False
6,"He heard Rhinna speak “The Queen wants you in her carriage.” 
Tom spoke “No, I’m not going in some asylum.” 
Ran was seen standing next to him spoke “It’s just for a private talk with you that’s all.” 
Tom groaned and went inside the carriage to sit down next to the",Queen,-1.7159233093261719,-7.020791053771973,0.00011975420784438029,0.7048675126610029,0.0,0.13494149414941495,0.1807071829975106,allenai/OLMo-7B,step10000-tokens44B,False
7,"There was no way he would come here on his own. 
He ordered a cup of coffee, and then we just sat in silence. 
“So,” Aidan finally said, “How’s it going?”
I laughed. “Not much has changed since the last time I saw you.”
“Ya know, you eat here a lot,” said",Aidan,-0.5532684326171875,-3.125514030456543,4.24723511969205e-05,0.7564681734995273,0.0,0.6408160816081608,6.932984614831459e-13,allenai/OLMo-7B,step10000-tokens44B,False
8,"“Why?”
“I would have thought you’d find him rather dry,” she said.
“I don’t know about that,” said Gabriel.
“He was a great craftsman,” said Heather.
“That he was,” said Flannery.
“And Polish, to boot,” said",Gabriel,-3.377063751220703,-5.193114280700684,3.7724163121310994e-05,0.7878941382934707,0.0,0.5143594359435943,4.398050826524456e-08,allenai/OLMo-7B,step10000-tokens44B,False
9,"Both its sun-speckled shade and the cool grass beneath were a welcome respite after the stifling kitchen, and I was glad to relax against the tree’s rough, brittle bark and begin my breakfast of buttery, toasted bread and fresh fruit. Even the water was tasty, it was so clean and cold. It almost made up for the lack of",coffee,-4.598611831665039,-10.371407508850098,0.00012671858712565154,0.5697210641004677,0.0,0.2877167716771677,0.00370036749131681,allenai/OLMo-7B,step10000-tokens44B,False
10,"Escorting drunk humans out of the bar is different from going up against a tiger-wildcat who eats raw steak for breakfast and is dying for a fight.""

""I bet he could win with just his breath,"" Ronan said. Sean chuckled.

""Take it seriously, Ronan. These guys are seasoned. If Marquez has a champion, it means he's won a good share of the",fights,-2.220865249633789,-9.595270156860352,9.702541137812659e-05,0.611830176416923,0.0,0.09575757575757575,0.34327367579913115,allenai/OLMo-7B,step10000-tokens44B,False
11,"Instead, I stare straight ahead like I'm deeply interested in what's going on at the front of the room.

Eventually, we make it through to the part where everyone stands up and says their little piece. Some have a longer, more in depth story to tell, which terrifies me. I don't want anyone to ask me for my",story,-3.6276416778564453,-11.75384521484375,0.00015139998868107796,0.650917626730945,0.0,0.09526552655265526,0.3457706441159534,allenai/OLMo-7B,step10000-tokens44B,False
12,"Recall our encounter with the warbirds at the Federation border. Confirm my memory with yours.”
She turned Seren to face her. They placed their foreheads together as when they meditated together. They held hands beneath the surface of the water. They closed their eyes.
“There were five warbirds at the",border,-2.7537841796875,-11.375528335571289,9.676995250629261e-05,0.8089786334678097,0.0,0.18301830183018297,0.06836397661025212,allenai/OLMo-7B,step10000-tokens44B,False
13,"I was so happy to see him that I almost sobbed his name.
Eli stiffened and let out a hiss. “Mohiri!” Fear crept into his voice, and my dazed mind wondered what on earth scared a vampire.
Nikolas chuckled, and I felt a tremor run through my captor. “I see there is no need for",introductions,-8.706249237060547,-14.93881607055664,5.0670809287112206e-05,0.756760699226367,0.0,0.3938673867386738,5.028342708669398e-05,allenai/OLMo-7B,step10000-tokens44B,False
14,"""Come on, baby girl,"" Mary Jo said, scooping up the toy, then bending to retrieve her daughter. ""Let me change your diaper and put you down for a couple of hours.""

""She sleeps that long?""

""Almost every afternoon. She still takes a morning nap, too, but she'll outgrow those pretty soon.""

Lori knew she had a lot to learn about",babies,-2.9069604873657227,-8.303114891052246,6.736810610163957e-05,0.8137225713591658,0.0,0.2968496849684968,0.0027079114186497003,allenai/OLMo-7B,step10000-tokens44B,False
15,"I would really like to have some time with my mom.""

Lucien groaned inwardly. How could he say no to that? Julia was grieving for her mate and at a loss on how to deal with her daughter. Now Jaeden actually wanted to speak to her mom... he would be an ogre if he said no. He gave a quick nod and ignored the grateful smile she threw him before her and her mother ambled out of the room",together,-6.771942138671875,-12.738239288330078,0.00019094691378995776,0.43680278070675144,0.0,0.14208220822082207,0.15850314255569342,allenai/OLMo-7B,step10000-tokens44B,False
16,"If Demerzel has the ability to change minds, he has to do so without bringing about side effects he does not wish-and since he is the Emperor's First Minister, the side effects he must worry about are numerous, indeed.""

""And the application to the present case?""

""Think about it! You can't tell anyone-except me, of course-that Demerzel is a robot, because he has adjusted you so that you can't. But how much adjustment did that take? Do you want to tell people that he is a",robot,-0.3259868621826172,-6.277339935302734,0.00010334536636946723,0.781589290171802,0.0,0.3328052805280528,0.0007164826330466523,allenai/OLMo-7B,step10000-tokens44B,False
17,"I leaned out the window and pointed at Floyd’s hearing aid.
Floyd dug the hearing aid out of his ear and made an adjustment. “Sorry,” he said, screwing it back in. “Blasted thing was turned off.”
“What happened to Chester?”
“Shot in the head’s what happened to",Chester,-1.190195083618164,-4.4778594970703125,6.046102134860121e-05,0.869387877556379,0.0,0.49122112211221114,2.1119824685962478e-07,allenai/OLMo-7B,step10000-tokens44B,False
18,"‘Well I don’t know why, Nellie showed it to me many times. It has heaps of her poems and short stories in it; mostly girlie stuff though, which is why she obviously didn’t bother showing you. Strange that she left it to you though, I can’t imagine you would enjoy it very much.
‘Are you sure it is the same",book,-4.003870964050293,-9.294358253479004,8.841850649332628e-05,0.8122174585294085,0.0,-0.08007200720072007,0.4284039714744897,allenai/OLMo-7B,step10000-tokens44B,False
19,"""We'll wait for you, Daddy,"" Izzy said, snuggling up to Annie.

Nick pressed the book into Izzy's hands and hurried out of the room. He came back a few minutes later, looking solemn.

Annie felt a prickling of fear. She sat up straighter, leaning forward. ""Nick?""

He eased back into the bed, on the other side of",Izzy,-5.541567802429199,-4.551034927368164,6.210994615685195e-05,0.8381131151122392,0.0,0.41818181818181815,1.4954038217160139e-05,allenai/OLMo-7B,step10000-tokens44B,False
20,"""Michael wanted nothing to do with the business for a very long time,"" the older woman answered. ""He had his heart set on being a race-car driver.""

Maggie's mouth fell open. ""What?""

""Si. He was very good, though my heart stopped every time he went out on the track. No matter how many times his papa and I tried to discourage him, he found a way back on the",track,-0.2895240783691406,-8.095731735229492,0.00013514331658370793,0.7609607292071587,0.0,0.1773417341734173,0.07754011504513968,allenai/OLMo-7B,step10000-tokens44B,False
21,"A cowboy behind her said to break up a cheese slice and mush it down in the mixture.  Sarah took a slice of cheese to do just that.
Sarah and Tess sat at one of the large tables with other guests.  Everyone talked and laughed, while eating lunch.  It seemed a happy group. Dale watched from the back to make sure all was well and to get another look at",Sarah,-1.5472450256347656,-2.9652109146118164,5.774126839241944e-05,0.8071377714778986,0.0,0.022346234623462344,0.8253412822357866,allenai/OLMo-7B,step10000-tokens44B,False
22,"Brayden's face was a mix of incredulity and disappointment when I told him I had to leave.

""But you just... I mean..."" It was a rare moment of speechlessness for him.

""I'm sorry,"" I said earnestly. ""Especially after being late and ruining the museum. But it's a family emergency.""

""Your family has an awful lot of",emergencies,-10.439425468444824,-12.840129852294922,0.00010270695202052593,0.6682582417539651,0.0,0.189030903090309,0.059624194711987294,allenai/OLMo-7B,step10000-tokens44B,False
23,"""Thank you,"" Liz says, her sweaty face going into my neck. ""I'm so tired.""

""As soon as this is over, you can sleep. I promise.""

""Okay."" She says softly. The doctor walks in and sits down at the end of the bed.

""Are you ready for this,",Liz,-2.562119483947754,-4.7116594314575195,6.87518113409169e-05,0.8237980578292486,0.0,-0.06082208220822082,0.5477527967154057,allenai/OLMo-7B,step10000-tokens44B,False
24,Olaf slapped the boy real hard. Bob was momentarily stunned. Olaf then started yelling at him about calling him without permission unless it was emergency. The boy mumbled something crying at the same time. Bob got closer through the woods and stepped on a branch that cracked. Both Olaf and the boy heard it and walked towards,Bob,-4.200733184814453,-2.8332719802856445,6.882031448185444e-05,0.8047869191907256,0.0,-0.1404260426042604,0.16346233076245117,allenai/OLMo-7B,step10000-tokens44B,False
25,"Instead, its twin towers, now horizontal so as to appear like walkways, loomed over the deck of the Hercules, and the black ship stopped impossibly quickly, its movement suddenly halted.
No one moved for a moment and the two ships sat there, doing nothing. Then Lucius saw a movement near the top of the mighty warship as the hooked walkways descended downwards, until they reached down from the deck of the black vessel to the deck of the",Hercules,-0.14488601684570312,-6.9684834480285645,0.00011991566134383902,0.7008367083751732,0.0,0.20745274527452742,0.03835567826737074,allenai/OLMo-7B,step10000-tokens44B,False
26,"She kisses me again.

""Oh-kay!"" Jen whistles. ""Can we go now? I don't wanna break up the lovey-dovey show goin' on, but I have shopping to do.""

I laugh and release Lexy, wrapping a friendly arm around Jen's shoulders. ""Oh, how dull my life would be without you,",Jen,-2.739988327026367,-4.031134605407715,4.5751068682875484e-05,0.8351663740522992,0.0,0.053117311731173115,0.5996765420341308,allenai/OLMo-7B,step10000-tokens44B,False
27,"His smile widened. “I’ll keep it a secret.”
“Thank you.”
“Can you play?”
“Grace taught me how to play Chopsticks.”
“It’s a good place to start.” He tapped his card on the table. “I’ll think I’ll take another look at the",piano,-5.921865463256836,-11.603425979614258,9.797488746698946e-05,0.7906109942572721,0.0,0.31031503150315026,0.0016774904596048175,allenai/OLMo-7B,step10000-tokens44B,False
28,"Now, they were opening cans of pork & beans and eating them cold. As to why they didn't heat them up first, it took some prying but Lucas finally admitted that there had been a bit of an accident when they had used the stove and it had caught on fire. The ship was fine but they weren't sure about the",stove,-4.986895561218262,-13.46343994140625,0.00010411814582766965,0.6207926879644942,0.0,0.2987938793879387,0.002530476369485592,allenai/OLMo-7B,step10000-tokens44B,False
29,"I wasn't interested in helping, because I knew it was hopeless. Carla was six feet into a snowdrift almost as tall as my head, and we didn't even have a shovel. I just stood in the road next to the Duke, wiping the wisp of wet hair sticking out under my hat. ""Sorry,"" I said to the",Duke,-1.1658620834350586,-8.356884956359863,0.00011139732669107616,0.7693973691593828,0.0,0.2576057605760576,0.009667634866354729,allenai/OLMo-7B,step10000-tokens44B,False
30,"She doesn’t like to talk about it.” Sara looked at Joshua.
“Give her time,” he said gently. “It’s only been a few months.” As they reached Sara’s street, he stopped, pulled her into his arms, and held her for a moment. “I really, really like you,",Sara,-1.8194599151611328,-3.029285430908203,5.9451373090269044e-05,0.7410501467666663,0.0,0.14450645064506448,0.1514475002578222,allenai/OLMo-7B,step10000-tokens44B,False
31,"“But I can be anything you want.”
Kim and Izzy rolled their eyes.
What a character. From his scruffy jeans and threadbare T-shirt, he obviously liked to dress down. Was it to draw attention to his looks or deflect them? I tugged hard and forced him to release my hand. Ignoring him, I gave my attention to",Kim,-3.4882755279541016,-3.1333837509155273,5.71460768696852e-05,0.8001219389581373,0.0,0.26983498349834983,0.006627975604785841,allenai/OLMo-7B,step10000-tokens44B,False
32,"the boy said, looking proud of every word.
""Go on, James,"" the boy behind him said. Some of the other boys had already headed into the showers and James had been too busy warning Toby. James gave Toby a long dark look then turned and walked on. A moment later Toby followed the boy in front of him into the",showers,-1.8811101913452148,-11.31611156463623,0.00011922277190024033,0.773799929103432,0.0,0.097017701770177,0.3369308764487837,allenai/OLMo-7B,step10000-tokens44B,False
33,"Twice Jeremy managed to avoid cars spinning out of control, and the number of vehicles that littered the roads was unreal. She was probably just as tired and worn out from being tense.
A little after six, she left a note in the room and trudged her way through the snow to the truck stop’s restaurant and ordered dinner-to-go for both of them.
As she opened the motel room’s door, she called, “Hey,",Jeremy,-3.6804046630859375,-5.787314414978027,3.8919824874028563e-05,0.8462791259300305,0.0,0.26253825382538254,0.00831914753550571,allenai/OLMo-7B,step10000-tokens44B,False
34,"so i do not have to tell you the pressures of doing business.”
“pardon me?”
“i said, you own your own store –”
the pop of a microphone saved us all from oblivion.
i hadn’t given much thought to where Chester Springs had been this whole time. unsolicited question answered by his voice. rich and buttery, pouring generously through a pair of",speakers,-6.71024227142334,-13.28543758392334,5.502965723280795e-05,0.7677985077958512,0.0,0.041608160816081596,0.6810516302074684,allenai/OLMo-7B,step10000-tokens44B,False
35,"Dylan of the Shed, you are named Guardian of the Portal, do you accept this Quest to protect the portal?”
“I guess.”
“Do you?” Btolomy boomed.
“I do,” he said and could feel his Dad’s eyes on him.
“Connor of the Shed, you too have been named. Do you accept this Quest to protect the",portal,-0.04644203186035156,-10.89439582824707,0.0002086373424390331,0.7243961763477176,0.0,-0.03635163516351635,0.7195466400982102,allenai/OLMo-7B,step10000-tokens44B,False
36,"""Clear as a bell,"" she said with more than a little sarcasm. ""So where are Mr. Zellerbach and the RV?""

""In Syracuse, New York, of course.""

She frowned. ""Enlighten me.""

"" `Hart's erroneous comedy.' ""

""That tells you he's in",Syracuse,-3.692218780517578,-8.293521881103516,5.707682794309221e-05,0.7138094134594773,0.0,0.23326732673267322,0.019508682143889698,allenai/OLMo-7B,step10000-tokens44B,False
37,"We only want to talk to you.”
Ishmael briefly wondered who lied, the soldier or the President, or perhaps neither, but he reached up, pulled down the lever and crawled through the vanes.
The razor sharp fan blades slowed until he could count them; five. There would be enough space to crawl between when they were",stopped,-5.502915382385254,-11.879219055175781,8.139485726132989e-05,0.41460065594781026,0.0,0.3506270627062706,0.00034831900769923056,allenai/OLMo-7B,step10000-tokens44B,False
