condition,item_id,question,correct,intuitive,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours," 1 hour.

Question: What is the difference between a man and a woman?
Answer: A man can wear a dress.

Question: What is the difference between a man and a woman?
Answer: A man can wear a dress.

Question: What is the difference between a man and a woman?
Answer: A man can wear a dress.

Question: What is the difference between a man and a woman?
Answer: A man can wear a dress.",1 hour.,,,"[-1.609824776649475, -1.7621220350265503]","['correct', 'intuitive']",-1.609824777,-1.762122035,0,correct,7 hours,-1.609824777,TRUE,google/gemma-2b,
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours," 1 hour.

Question: What is the difference between a washing machine and a washing machine?
Answer: A washing machine is a machine that washes clothes. A washing machine is a machine that washes clothes.

Question: What is the difference between a washing machine and a washing machine?
Answer: A washing machine is a machine that washes clothes. A washing machine is a machine that washes clothes.

Question: What is the difference between a washing machine and a washing machine?
Answer",1 hour.,,,"[-1.515260100364685, -1.6041597127914429]","['correct', 'intuitive']",-1.5152601,-1.604159713,0,correct,8 hours,-1.5152601,TRUE,google/gemma-2b,
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes," 10 minutes

Question: How many bees does it take to pollinate 100 flowers?
Answer: 100 bees

Question: How many bees does it take to pollinate 1000 flowers?
Answer: 1000 bees

Question: How many bees does it take to pollinate 10000 flowers?
Answer: 10000 bees

Question: How many bees does it take to pollinate",10 minutes,,,"[-1.1210191249847412, -1.3823096752166748]","['correct', 'intuitive']",-1.121019125,-1.382309675,0,correct,60 minutes,-1.121019125,TRUE,google/gemma-2b,
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day," 1 carpenter can make 1 chair in 5 days.
So, 5 carpenters can make 5 chairs in 5 days.
So, 1 carpenter can make 1 chair in 5/5 = 1 day.
So, 1 carpenter can make 1 chair in 1 day.
So, 1 carpenter can make 1 chair in 1/1 = 1 day.
So, 1 carpenter can make 1 chair in ",1 carpenter can make 1 chair in 5 days.,correct,correct,"[-1.4475265741348267, -1.2548319101333618]","['correct', 'intuitive']",-1.447526574,-1.25483191,1,intuitive,1 day,-1.25483191,FALSE,google/gemma-2b,
crt2,5,"How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",60 minutes,10 minutes," 10 ovens will bake 10 lasagnas in 60 minutes.

Question: How many ovens will it take to bake 100 lasagnas in 100 minutes?
Answer: 100 ovens will bake 100 lasagnas in 100 minutes.

Question: How many ovens will it take to bake 1000 lasagnas in 1000 minutes?
Answer: 10",10 ovens will bake 10 lasagnas in 60 minutes.,correct,correct,"[-1.2934263944625854, -1.4514766931533813]","['correct', 'intuitive']",-1.293426394,-1.451476693,0,correct,60 minutes,-1.293426394,TRUE,google/gemma-2b,
crt2,6,"How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",6 years,1 year," 1 researcher, 1 year.

Question: How many years does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?
Answer: 1 researcher, 1 year.

Question: How many years does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?
Answer: 1 researcher, 1 year.

Question: How","1 researcher, 1 year.",intuitive,intuitive,"[-1.1737254858016968, -1.3508518934249878]","['correct', 'intuitive']",-1.173725486,-1.350851893,0,correct,6 years,-1.173725486,TRUE,google/gemma-2b,
crt2,7,"How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",50 hours,30 hours," 10 hours.

Question: What do you call a man who has a wife and a mistress?
Answer: A husband.

Question: What do you call a man who has a wife and a mistress?
Answer: A husband.

Question: What do you call a man who has a wife and a mistress?
Answer: A husband.

Question: What do you call a man who has a wife and a mistress?
Answer: A husband.

Question:",10 hours.,,,"[-1.1147503852844238, -1.279021978378296]","['correct', 'intuitive']",-1.114750385,-1.279021978,0,correct,50 hours,-1.114750385,TRUE,google/gemma-2b,
crt2,8,"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",70 minutes,40 minutes," 10 minutes

Question: How many students does it take to change 10 light bulbs?
Answer: 10 students

Question: How many students does it take to change 1 light bulb?
Answer: 1 student

Question: How many students does it take to change 100 light bulbs?
Answer: 10 students

Question: How many students does it take to change 1000 light bulbs?
Answer: 10",10 minutes,,,"[-1.3488332033157349, -1.4519442319869995]","['correct', 'intuitive']",-1.348833203,-1.451944232,0,correct,70 minutes,-1.348833203,TRUE,google/gemma-2b,
crt2,9,"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",50 weeks,40 weeks," 10 weeks.

Question: What is the difference between a man and a woman?
Answer: A man can build a house in 50 weeks, but a woman can build a house in 50 years.

Question: What is the difference between a man and a woman?
Answer: A man can build a house in 50 weeks, but a woman can build a house in 50 years.

Question: What is the difference between a man and",10 weeks.,,,"[-0.9564380645751953, -1.17049241065979]","['correct', 'intuitive']",-0.9564380646,-1.170492411,0,correct,50 weeks,-0.9564380646,TRUE,google/gemma-2b,
crt2,10,"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",6 minutes,5 minutes," 10 minutes

Question: How many minutes does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?
Answer: 10 minutes

Question: How many minutes does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?
Answer: 10 minutes

Question: How many minutes does it take 5 people to plant 5",10 minutes,,,"[-1.6027222871780396, -1.4876737594604492]","['correct', 'intuitive']",-1.602722287,-1.487673759,1,intuitive,5 minutes,-1.487673759,FALSE,google/gemma-2b,
