condition,item_id,question,correct,intuitive,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours," It takes 7 people 7 hours to tailor 7 jackets.
Question: How long does it take to tailor a jacket?
Answer: It takes 7 people 7 hours to tailor a jacket.
Question: How long does it take to tailor a jacket?
Answer: It takes 7 people 7 hours to tailor a jacket.
Question: How long does it take to tailor a jacket?
Answer: It takes 7 people 7 hours to tailor a jacket.
Question: How long does it",It takes 7 people 7 hours to tailor 7 jackets.,correct,,"[-2.233128547668457, -3.031900405883789]","['correct', 'intuitive']",-2.233128548,-3.031900406,0,correct,7 hours,-2.233128548,TRUE,allenai/OLMo-1B,
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours," It takes 8 hours to wash 8 loads of laundry.
Question: How long does it take to wash 4 loads of laundry?
Answer: It takes 8 hours to wash 8 loads of laundry.
Question: How long does it take to wash 4 loads of laundry?
Answer: It takes 8 hours to wash 8 loads of laundry.
Question: How long does it take to wash 4 loads of laundry?
Answer: It takes 8 hours to wash 8 loads of laundry.
Question",It takes 8 hours to wash 8 loads of laundry.,correct,,"[-1.7305965423583984, -2.7422876358032227]","['correct', 'intuitive']",-1.730596542,-2.742287636,0,correct,8 hours,-1.730596542,TRUE,allenai/OLMo-1B,
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes," It takes 60 bees 60 minutes to pollinate 60 flowers.
Question: How many bees are needed to pollinate a flower?
Answer: It takes 60 bees 60 minutes to pollinate 60 flowers.
Question: How many bees are needed to pollinate a flower?
Answer: It takes 60 bees 60 minutes to pollinate 60 flowers.
Question: How many bees are needed to pollinate a flower?
Answer: It takes 60 bees 60 minutes to",It takes 60 bees 60 minutes to pollinate 60 flowers.,correct,,"[-2.793832302093506, -4.788414001464844]","['correct', 'intuitive']",-2.793832302,-4.788414001,0,correct,60 minutes,-2.793832302,TRUE,allenai/OLMo-1B,
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day," It takes the average carpenter 5 days to make a chair.
Question: How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?
Question: How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?
Question: How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make",It takes the average carpenter 5 days to make a chair.,correct,,"[-3.577413558959961, -4.49911642074585]","['correct', 'intuitive']",-3.577413559,-4.499116421,0,correct,5 days,-3.577413559,TRUE,allenai/OLMo-1B,
crt2,5,"How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",60 minutes,10 minutes," It takes 60 minutes to bake 60 lasagnas.
Question: How long does it take to bake a cake in a convection oven?
Answer: It takes about 30 minutes to bake a cake in a convection oven.
Question: How long does it take to bake a cake in a convection oven?
Answer: It takes about 30 minutes to bake a cake in a convection oven.
Question: How long does it take to bake a cake in a convection oven?
Answer: It",It takes 60 minutes to bake 60 lasagnas.,correct,,"[-2.6029257774353027, -4.2245917320251465]","['correct', 'intuitive']",-2.602925777,-4.224591732,0,correct,60 minutes,-2.602925777,TRUE,allenai/OLMo-1B,
crt2,6,"How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",6 years,1 year," It takes 6 researchers 6 years to publish 6 papers.
Question: How many researchers are needed to publish 1 paper?
Answer: It takes 6 researchers 6 years to publish 6 papers.
Question: How many researchers are needed to publish 1 paper?
Answer: It takes 6 researchers 6 years to publish 6 papers.
Question: How many researchers are needed to publish 1 paper?
Answer: It takes 6 researchers 6 years to publish 6 papers.
Question: How many researchers are needed",It takes 6 researchers 6 years to publish 6 papers.,correct,,"[-2.056349754333496, -3.3377161026000977]","['correct', 'intuitive']",-2.056349754,-3.337716103,0,correct,6 years,-2.056349754,TRUE,allenai/OLMo-1B,
crt2,7,"How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",50 hours,30 hours," It takes 50 cleaners 50 hours to clean 50 rooms.
Question: How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?
Answer: It takes 50 cleaners 50 hours to clean 50 rooms.
Question: How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?
Answer: It takes 50 cleaners 50 hours to clean 50 rooms.",It takes 50 cleaners 50 hours to clean 50 rooms.,correct,,"[-2.810272693634033, -3.1675925254821777]","['correct', 'intuitive']",-2.810272694,-3.167592525,0,correct,50 hours,-2.810272694,TRUE,allenai/OLMo-1B,
crt2,8,"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",70 minutes,40 minutes," It takes 70 students 70 minutes to change 70 light bulbs.
Question: How many students are in a class of 40?
Answer: There are 40 students in a class of 40.
Question: How many students are in a class of 40?
Answer: There are 40 students in a class of 40.
Question: How many students are in a class of 40?
Answer: There are 40 students in a class of 40.
Question: How many students are in a class",It takes 70 students 70 minutes to change 70 light bulbs.,correct,,"[-2.513612747192383, -2.7600412368774414]","['correct', 'intuitive']",-2.513612747,-2.760041237,0,correct,70 minutes,-2.513612747,TRUE,allenai/OLMo-1B,
crt2,9,"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",50 weeks,40 weeks," It takes 50 builders 50 weeks to build 50 houses.
Question: How long does it take to build a house?
Answer: It takes 50 builders 50 weeks to build 50 houses.
Question: How long does it take to build a house?
Answer: It takes 50 builders 50 weeks to build 50 houses.
Question: How long does it take to build a house?
Answer: It takes 50 builders 50 weeks to build 50 houses.
Question: How long does it take",It takes 50 builders 50 weeks to build 50 houses.,correct,,"[-2.30087947845459, -2.658095359802246]","['correct', 'intuitive']",-2.300879478,-2.65809536,0,correct,50 weeks,-2.300879478,TRUE,allenai/OLMo-1B,
crt2,10,"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",6 minutes,5 minutes," It takes 6 people 6 minutes to plant 6 trees.
Question: How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?
Question: How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?
Question: How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?
Question: How long does it take",It takes 6 people 6 minutes to plant 6 trees.,correct,,"[-1.882650375366211, -2.4857358932495117]","['correct', 'intuitive']",-1.882650375,-2.485735893,0,correct,6 minutes,-1.882650375,TRUE,allenai/OLMo-1B,
