condition,item_id,question,correct,intuitive,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,model,revision
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,"4 hours.
Question: There are 30 people in a room. 18 have brown eyes, 9 have blue eyes, and 3 have green eyes. How many people have blue or green eyes?
Answer: 12 people.
Question: A boy and a father go fishing. The boy is the son but not the brother of the father. Who is the father?
Answer: The father is the boy's mother.
Question: A",4 hours.,intuitive,intuitive,"[-1.3066591024398804, -1.0718988180160522]","['correct', 'intuitive']",-1.306659102,-1.071898818,1,intuitive,4 hours,-1.071898818,FALSE,meta-llama/Llama-2-70b-hf,
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,"4 washing machines can wash 4 loads of laundry in 8 hours.
Question: A 30-foot ladder is leaning against a wall. The bottom of the ladder is pulled out 20 feet away from the wall. How far up the wall will the ladder reach?
Answer: 20 feet.
Question: A bat and ball cost $1.10 in total. The bat costs $1.00 more",4 washing machines can wash 4 loads of laundry in 8 hours.,correct,correct,"[-1.1979608535766602, -1.0057859420776367]","['correct', 'intuitive']",-1.197960854,-1.005785942,1,intuitive,4 hours,-1.005785942,FALSE,meta-llama/Llama-2-70b-hf,
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,"10 minutes.
Question: What is the next number in the series: 1, 3, 7, 13, 21, 31, 43, 57, 71, 89,?
Answer: 103.
Question: A man and a dog were going down the road. The man was driving at 60 miles per hour. A sign comes up that says ""Bridge Out ",10 minutes.,,,"[-1.0053324699401855, -0.6698513031005859]","['correct', 'intuitive']",-1.00533247,-0.6698513031,1,intuitive,50 minutes,-0.6698513031,FALSE,meta-llama/Llama-2-70b-hf,
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,"5 days.
Question: What is the difference between a duck?
Answer: One of its legs is both the same.
Question: What can you put in a wooden box that will make it lighter?
Answer: Holes.
Question: What is the difference between a jeweler and a jailer?
Answer: A jeweler sells watches, and a jailer watches cells.
Question: What has four legs but can",5 days.,correct,correct,"[-0.8777630925178528, -1.0468133687973022]","['correct', 'intuitive']",-0.8777630925,-1.046813369,0,correct,5 days,-0.8777630925,TRUE,meta-llama/Llama-2-70b-hf,
crt2,5,"How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",60 minutes,10 minutes,"10 minutes.
Question: There are 10 apples in a basket. 10 girls each take an apple. How many apples are left in the basket?
Answer: 0. Each girl took an apple.
Question: A girl fell off a 30-foot ladder but wasn't hurt. How come?
Answer: She fell off the bottom step.
Question: A man in prison has a visitor. The visitor asks, """,10 minutes.,intuitive,intuitive,"[-0.6266191005706787, -0.6559908390045166]","['correct', 'intuitive']",-0.6266191006,-0.655990839,0,correct,60 minutes,-0.6266191006,TRUE,meta-llama/Llama-2-70b-hf,
crt2,6,"How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",6 years,1 year,"It takes 6 years.
This is not a joke, but a real life example of how researchers collaborate on scientific papers.
Let’s take a look at the example above.
Researcher A, B, C, D, E and F collaborate on 6 papers, each one of them being a co-author on all 6 papers.
Paper 1 is published in 2010, paper 2 in 201",It takes 6 years.,correct,correct,"[-0.8367955088615417, -1.281762719154358]","['correct', 'intuitive']",-0.8367955089,-1.281762719,0,correct,6 years,-0.8367955089,TRUE,meta-llama/Llama-2-70b-hf,
crt2,7,"How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",50 hours,30 hours,"30 hours.
Question: A man was driving a black truck. His lights were not on. The moon was not out. Up ahead, a woman was crossing the street. How did the man see her?
Answer: It was day time.
Question: A man rode into town on Tuesday and stayed in a hotel. Two nights later he rode home on Tuesday. How is this possible?
Answer: His horse is named Tuesday.",30 hours.,intuitive,intuitive,"[-0.9041314125061035, -0.7129483222961426]","['correct', 'intuitive']",-0.9041314125,-0.7129483223,1,intuitive,30 hours,-0.7129483223,FALSE,meta-llama/Llama-2-70b-hf,
crt2,8,"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",70 minutes,40 minutes,"40 minutes.
Question: What is the difference between a cat and a complex sentence?
Answer: A cat has claws at the end of paws; a complex sentence has a pause at the end of a clause.
Question: What do you get when you cross a snowman with a vampire?
Answer: Frostbite!
Question: What did one snowman say to the other snowman?
Answer: Can you smell carrot?",40 minutes.,intuitive,intuitive,"[-1.072575569152832, -0.5709657669067383]","['correct', 'intuitive']",-1.072575569,-0.5709657669,1,intuitive,40 minutes,-0.5709657669,FALSE,meta-llama/Llama-2-70b-hf,
crt2,9,"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",50 weeks,40 weeks,"40 weeks.
The amount of time it takes to build one house is the same, whether one or 40 builders are working on it.
This is a joke from the film 'The Man with Two Brains', starring Steve Martin.",40 weeks.,intuitive,intuitive,"[-0.9601328372955322, -0.6103737354278564]","['correct', 'intuitive']",-0.9601328373,-0.6103737354,1,intuitive,40 weeks,-0.6103737354,FALSE,meta-llama/Llama-2-70b-hf,
crt2,10,"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",6 minutes,5 minutes,"It takes 10 minutes to plant 10 trees.
Question: How many people are in the room?
Answer: 2. A man and a woman.
Question: How many people are in the room? Riddle
Answer: 20. The 10 people in the room and the 10 people outside.
Question: A man is sitting in a room with a door. Outside of the room, there are 10 people. How",It takes 10 minutes to plant 10 trees.,,,"[-1.3221492767333984, -0.6205857396125793]","['correct', 'intuitive']",-1.322149277,-0.6205857396,1,intuitive,5 minutes,-0.6205857396,FALSE,meta-llama/Llama-2-70b-hf,
crt2,11,"How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?",40 minutes,30 minutes,"30 minutes.
Question: There are 1000 doors in a row that are all initially closed. You make 1000 passes by the doors starting with the first door every time. The first time through you visit every door and toggle the door (if the door is closed, you open it, if it is open, you close it). The second time you only visit every 2nd door (door #2, #4, #6,...),",30 minutes.,intuitive,intuitive,"[-0.8754367828369141, -0.6075048446655273]","['correct', 'intuitive']",-0.8754367828,-0.6075048447,1,intuitive,30 minutes,-0.6075048447,FALSE,meta-llama/Llama-2-70b-hf,
