good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Mary had left.,Mary had referenced.,syntax,argument_structure,drop_argument,608,1,paired,-15.636797904968262,-22.854694366455078,True,-3.476133346557617,-4.060466766357422,-3.363893508911133,-4.081930160522461,False,False,True,False,False,True,allenai/OLMo-1B,
Some person's tutor arrived at every library.,Some person's tutor nodded every library.,syntax,argument_structure,transitive,492,2,paired,-54.008094787597656,-58.64741516113281,True,-3.166658401489258,-4.023624420166016,-3.1393966674804688,-4.05259895324707,False,False,True,False,False,True,allenai/OLMo-1B,
Jesus's mentor is impressed by the lights.,Jesus's mentor is nodded by the lights.,syntax,argument_structure,passive_1,452,3,paired,-42.109100341796875,-49.692684173583984,True,-3.3792953491210938,-4.096622467041016,-3.2849807739257812,-4.110157012939453,False,False,True,False,False,True,allenai/OLMo-1B,
The Clintons' nephews weren't left by Angela.,The Clintons' nephews weren't testified by Angela.,syntax,argument_structure,passive_1,566,4,paired,-59.775421142578125,-65.57740783691406,True,-3.3052024841308594,-4.203380584716797,-3.378988265991211,-4.345651626586914,True,False,True,False,False,True,allenai/OLMo-1B,
A guy has criticized most daughters of Benjamin.,A guy has slumped over most daughters of Benjamin.,syntax,argument_structure,transitive,784,5,paired,-59.78840255737305,-65.33097076416016,True,-3.4038867950439453,-4.3201751708984375,-3.3798065185546875,-4.338033676147461,False,False,True,False,False,True,allenai/OLMo-1B,
Debra isn't bored by Carlos.,Debra isn't smiled by Carlos.,syntax,argument_structure,passive_1,847,6,paired,-38.76691818237305,-46.53276824951172,True,-3.7607955932617188,-4.404270172119141,-3.838794708251953,-4.507354736328125,True,False,True,False,False,True,allenai/OLMo-1B,
That ice freezes.,That ice revealed.,syntax,argument_structure,inchoative,304,7,paired,-23.471088409423828,-27.347305297851562,True,-3.419231414794922,-3.979747772216797,-3.2468643188476562,-3.962484359741211,False,True,True,False,False,True,allenai/OLMo-1B,
Becky paints.,Becky conceals.,syntax,argument_structure,intransitive,786,8,paired,-17.01824188232422,-23.205278396606445,True,-3.163137435913086,-3.7206478118896484,-3.1612625122070312,-3.874711036682129,False,False,True,False,False,True,allenai/OLMo-1B,
Ronald wasn't distracted.,Ronald wasn't suffered.,syntax,argument_structure,passive_2,414,9,paired,-30.06646728515625,-34.71794891357422,True,-3.6931896209716797,-4.2587127685546875,-3.6555309295654297,-4.310056686401367,False,False,True,False,False,True,allenai/OLMo-1B,
A lot of hospitals aren't alarmed by that spotlight.,A lot of hospitals aren't collaborated by that spotlight.,syntax,argument_structure,passive_1,809,10,paired,-50.05805969238281,-63.54127883911133,True,-3.1280746459960938,-3.774045944213867,-3.1849803924560547,-3.889301300048828,True,False,True,False,False,True,allenai/OLMo-1B,
These snakes wake up.,These snakes admired.,syntax,argument_structure,inchoative,748,11,paired,-27.7216796875,-29.233959197998047,True,-3.8125171661376953,-4.57049560546875,-3.7988204956054688,-4.5174760818481445,False,True,True,False,False,True,allenai/OLMo-1B,
Raymond washes.,Raymond annoys.,syntax,argument_structure,inchoative,412,12,paired,-22.599525451660156,-23.08772087097168,True,-3.889364242553711,-4.403377532958984,-3.704998016357422,-4.350193023681641,False,True,True,False,False,True,allenai/OLMo-1B,
