good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Mary had left.,Mary had referenced.,syntax,argument_structure,drop_argument,608,1,paired,-25.589691162109375,-36.78099822998047,True,-1.8210391998291016,-2.5397891998291016,-2.3234167098999023,-1.6827917098999023,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
Some person's tutor arrived at every library.,Some person's tutor nodded every library.,syntax,argument_structure,transitive,492,2,paired,-63.531654357910156,-70.65019989013672,True,-1.563568115234375,-1.891693115234375,-2.454061508178711,-1.172811508178711,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
Jesus's mentor is impressed by the lights.,Jesus's mentor is nodded by the lights.,syntax,argument_structure,passive_1,452,3,paired,-55.33144760131836,-61.31920623779297,True,-1.3376903533935547,-2.8376903533935547,-2.4486827850341797,-1.3393077850341797,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
The Clintons' nephews weren't left by Angela.,The Clintons' nephews weren't testified by Angela.,syntax,argument_structure,passive_1,566,4,paired,-70.3561782836914,-76.00444030761719,True,-1.486358642578125,-2.298858642578125,-1.9129981994628906,-1.6317481994628906,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
A guy has criticized most daughters of Benjamin.,A guy has slumped over most daughters of Benjamin.,syntax,argument_structure,transitive,784,5,paired,-64.697998046875,-73.7409896850586,True,-1.445317268371582,-2.195317268371582,-1.7507667541503906,-1.8132667541503906,True,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
Debra isn't bored by Carlos.,Debra isn't smiled by Carlos.,syntax,argument_structure,passive_1,847,6,paired,-46.719947814941406,-52.499107360839844,True,-1.187246322631836,-3.359121322631836,-1.9663143157958984,-1.5756893157958984,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
That ice freezes.,That ice revealed.,syntax,argument_structure,inchoative,304,7,paired,-30.96263885498047,-34.927005767822266,True,-1.6059226989746094,-2.5121726989746094,-2.08203125,-1.84765625,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
Becky paints.,Becky conceals.,syntax,argument_structure,intransitive,786,8,paired,-28.51909828186035,-34.7293815612793,True,-1.7157764434814453,-2.6220264434814453,-1.7108345031738281,-1.9764595031738281,False,True,True,False,False,True,meta-llama/Llama-2-70b-hf,
Ronald wasn't distracted.,Ronald wasn't suffered.,syntax,argument_structure,passive_2,414,9,paired,-34.17134475708008,-40.312007904052734,True,-1.1382999420166016,-4.107049942016602,-2.3011322021484375,-1.3323822021484375,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
A lot of hospitals aren't alarmed by that spotlight.,A lot of hospitals aren't collaborated by that spotlight.,syntax,argument_structure,passive_1,809,10,paired,-61.06275177001953,-72.43424987792969,True,-1.155263900756836,-3.780263900756836,-2.3953475952148438,-1.2703475952148438,True,True,True,True,True,True,meta-llama/Llama-2-70b-hf,
