good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Mary had left.,Mary had referenced.,syntax,argument_structure,drop_argument,608,1,paired,-30.046661376953125,-40.46653747558594,True,-1.1192131042480469,-1.347412109375,-1.3252792358398438,-1.1634635925292969,True,True,True,True,True,True,google/gemma-7b,
Some person's tutor arrived at every library.,Some person's tutor nodded every library.,syntax,argument_structure,transitive,492,2,paired,-65.61207580566406,-70.06645202636719,True,-1.2960433959960938,-1.3384857177734375,-1.391021728515625,-1.2504425048828125,True,True,True,True,True,True,google/gemma-7b,
Jesus's mentor is impressed by the lights.,Jesus's mentor is nodded by the lights.,syntax,argument_structure,passive_1,452,3,paired,-56.2870979309082,-61.58591842651367,True,-1.2753753662109375,-1.349517822265625,-1.7707366943359375,-0.9915084838867188,True,True,True,True,True,True,google/gemma-7b,
The Clintons' nephews weren't left by Angela.,The Clintons' nephews weren't testified by Angela.,syntax,argument_structure,passive_1,566,4,paired,-65.9413833618164,-71.7174072265625,True,-1.142242431640625,-1.3257369995117188,-1.2953872680664062,-1.26666259765625,True,True,True,True,True,True,google/gemma-7b,
A guy has criticized most daughters of Benjamin.,A guy has slumped over most daughters of Benjamin.,syntax,argument_structure,transitive,784,5,paired,-60.859825134277344,-70.51405334472656,True,-1.1786346435546875,-1.2509193420410156,-1.2762527465820312,-1.2077713012695312,True,True,True,True,True,True,google/gemma-7b,
Debra isn't bored by Carlos.,Debra isn't smiled by Carlos.,syntax,argument_structure,passive_1,847,6,paired,-50.86627960205078,-53.205074310302734,True,-1.0988044738769531,-1.6182785034179688,-1.4218292236328125,-1.2720870971679688,True,True,True,True,True,True,google/gemma-7b,
That ice freezes.,That ice revealed.,syntax,argument_structure,inchoative,304,7,paired,-36.49883270263672,-39.553619384765625,True,-1.125746726989746,-1.3959989547729492,-1.88836669921875,-0.8517494201660156,True,True,True,True,True,True,google/gemma-7b,
Becky paints.,Becky conceals.,syntax,argument_structure,intransitive,786,8,paired,-29.671646118164062,-35.501495361328125,True,-1.2912712097167969,-1.4405975341796875,-1.3767051696777344,-1.3337783813476562,True,True,True,True,True,True,google/gemma-7b,
Ronald wasn't distracted.,Ronald wasn't suffered.,syntax,argument_structure,passive_2,414,9,paired,-36.156494140625,-42.25580596923828,True,-0.7351703643798828,-2.3345947265625,-1.3934249877929688,-1.1440963745117188,True,True,True,True,True,True,google/gemma-7b,
A lot of hospitals aren't alarmed by that spotlight.,A lot of hospitals aren't collaborated by that spotlight.,syntax,argument_structure,passive_1,809,10,paired,-56.288673400878906,-71.54869842529297,True,-0.643671989440918,-2.6412229537963867,-1.5079879760742188,-1.0868453979492188,True,True,True,True,True,True,google/gemma-7b,
These snakes wake up.,These snakes admired.,syntax,argument_structure,inchoative,748,11,paired,-33.94426727294922,-38.50941467285156,True,-1.2172050476074219,-1.4776115417480469,-1.3504009246826172,-1.346395492553711,True,True,True,True,True,True,google/gemma-7b,
Raymond washes.,Raymond annoys.,syntax,argument_structure,inchoative,412,12,paired,-36.762733459472656,-34.46046447753906,False,-1.3617935180664062,-1.3917236328125,-1.4080219268798828,-1.3115062713623047,True,True,True,True,True,True,google/gemma-7b,
Most icicles melt.,Most icicles reveal.,syntax,argument_structure,inchoative,283,13,paired,-35.35803985595703,-43.687095642089844,True,-1.0302295684814453,-1.6030101776123047,-1.7187309265136719,-0.9441566467285156,True,True,True,True,True,True,google/gemma-7b,
Melanie's grandson has hidden away.,Melanie's grandson has disliked.,syntax,argument_structure,inchoative,854,14,paired,-49.92539978027344,-49.65830993652344,False,-1.1827163696289062,-1.4311370849609375,-1.3421859741210938,-1.329193115234375,True,True,True,True,True,True,google/gemma-7b,
Jennifer unfolds some blouse.,Jennifer disappeared some blouse.,syntax,argument_structure,causative,760,15,paired,-47.193824768066406,-54.616943359375,True,-1.3884153366088867,-1.346400260925293,-1.3513336181640625,-1.3308258056640625,False,True,False,True,False,True,google/gemma-7b,
Nieces of all men have hugged.,Nieces of all men have dropped by.,syntax,argument_structure,intransitive,750,16,paired,-56.000816345214844,-56.84789276123047,True,-1.2849388122558594,-1.2294921875,-1.2264976501464844,-1.2618293762207031,False,False,False,False,False,False,google/gemma-7b,
The Clintons' sisters joke around.,The Clintons' sisters bike to.,syntax,argument_structure,intransitive,878,17,paired,-50.127864837646484,-60.21635818481445,True,-1.271026611328125,-1.4088020324707031,-1.3178482055664062,-1.3370742797851562,True,True,True,False,False,True,google/gemma-7b,
The Impressionists have changed.,The Impressionists have dropped by.,syntax,argument_structure,intransitive,110,18,paired,-35.49375915527344,-39.127845764160156,True,-1.2155570983886719,-1.3564224243164062,-1.2274284362792969,-1.3308639526367188,True,True,True,False,False,True,google/gemma-7b,
A lot of waiters' best friend watches.,A lot of waiters' best friend references.,syntax,argument_structure,drop_argument,182,19,paired,-57.66319274902344,-59.49341583251953,True,-1.3522109985351562,-1.1700897216796875,-1.3166351318359375,-1.2119827270507812,False,False,False,True,False,True,google/gemma-7b,
Barbara bought.,Barbara lifts.,syntax,argument_structure,drop_argument,390,20,paired,-28.694190979003906,-31.751739501953125,True,-1.305328369140625,-1.4706802368164062,-1.3856735229492188,-1.3732757568359375,True,True,True,True,True,True,google/gemma-7b,
Christina chipped glasses.,Christina vanished glasses.,syntax,argument_structure,causative,166,21,paired,-41.74338150024414,-48.1855354309082,True,-1.2548408508300781,-1.435394287109375,-1.4488677978515625,-1.1975936889648438,True,True,True,True,True,True,google/gemma-7b,
The men weren't hugged.,The men weren't responded.,syntax,argument_structure,passive_2,325,22,paired,-35.65867614746094,-38.52815246582031,True,-1.1347732543945312,-1.38201904296875,-1.284423828125,-1.211029052734375,True,True,True,True,True,True,google/gemma-7b,
Rachelle isn't respected.,Rachelle isn't lied.,syntax,argument_structure,passive_2,871,23,paired,-40.33039474487305,-42.84251022338867,True,-1.0534820556640625,-1.5465240478515625,-1.5103607177734375,-1.1446762084960938,True,True,True,True,True,True,google/gemma-7b,
The friend of Karen was bothered.,The friend of Karen was waved.,syntax,argument_structure,passive_2,348,24,paired,-45.67726516723633,-49.665287017822266,True,-1.2665061950683594,-1.2833709716796875,-1.2783088684082031,-1.2917404174804688,True,False,True,False,False,True,google/gemma-7b,
Leslie's piano teachers were hired.,Leslie's piano teachers were flirted.,syntax,argument_structure,passive_2,11,25,paired,-49.337013244628906,-58.485008239746094,True,-1.149139404296875,-1.5783843994140625,-1.6710281372070312,-1.0732650756835938,True,True,True,True,True,True,google/gemma-7b,
An eye opens.,An eye admires.,syntax,argument_structure,inchoative,974,26,paired,-25.60987091064453,-34.26873016357422,True,-1.3068504333496094,-1.3380050659179688,-1.4027557373046875,-1.1884956359863281,True,True,True,True,True,True,google/gemma-7b,
Kirsten isn't described by the mother of Rodney.,Kirsten isn't argued by the mother of Rodney.,syntax,argument_structure,passive_1,493,27,paired,-64.34962463378906,-67.55673217773438,True,-1.3361663818359375,-1.3278350830078125,-1.4700546264648438,-1.2190093994140625,True,True,False,True,False,True,google/gemma-7b,
Lissa shuts a gate.,Lissa falls a gate.,syntax,argument_structure,causative,852,28,paired,-42.79779815673828,-47.9835319519043,True,-1.0202960968017578,-1.8666095733642578,-1.6596908569335938,-1.1281013488769531,True,True,True,True,True,True,google/gemma-7b,
Tonya washed Teresa.,Tonya negotiates Teresa.,syntax,argument_structure,causative,274,29,paired,-42.732276916503906,-48.38319396972656,True,-1.3097915649414062,-1.4164047241210938,-1.5174999237060547,-1.250650405883789,True,True,True,True,True,True,google/gemma-7b,
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,syntax,argument_structure,transitive,165,30,paired,-62.80290222167969,-70.07351684570312,True,-1.12164306640625,-1.5988235473632812,-1.4402694702148438,-1.2605743408203125,True,True,True,True,True,True,google/gemma-7b,
These waiters' plumbers were referenced.,These waiters' plumbers were left.,syntax,argument_structure,passive_2,906,31,paired,-61.693214416503906,-58.56370544433594,False,-1.37371826171875,-1.2541275024414062,-1.2854156494140625,-1.2851791381835938,False,False,False,True,False,True,google/gemma-7b,
That glass wasn't dropping.,That glass wasn't looking like.,syntax,argument_structure,inchoative,619,32,paired,-41.296730041503906,-46.322906494140625,True,-1.1939926147460938,-1.1943130493164062,-1.2451858520507812,-1.209564208984375,True,False,True,True,True,True,google/gemma-7b,
Some ladies were accelerating many bikes.,Some ladies were vanishing many bikes.,syntax,argument_structure,causative,771,33,paired,-56.54938507080078,-60.89336013793945,True,-1.2548484802246094,-1.283447265625,-1.3742523193359375,-1.1819992065429688,True,True,True,True,True,True,google/gemma-7b,
Claire wouldn't close many doors.,Claire wouldn't fall many doors.,syntax,argument_structure,causative,692,34,paired,-45.92573928833008,-51.38782501220703,True,-1.19793701171875,-1.4193649291992188,-1.355682373046875,-1.2839584350585938,True,True,True,True,True,True,google/gemma-7b,
Nicole wasn't descending.,Nicole wasn't returning to.,syntax,argument_structure,drop_argument,315,35,paired,-40.2849235534668,-45.716064453125,True,-1.1923294067382812,-1.3147354125976562,-1.2511215209960938,-1.332244873046875,True,False,True,False,False,True,google/gemma-7b,
Margaret was watched by Carol.,Margaret was died by Carol.,syntax,argument_structure,passive_1,745,36,paired,-43.034976959228516,-44.26658630371094,True,-1.1664543151855469,-1.5342521667480469,-1.7013673782348633,-1.0713129043579102,True,True,True,True,True,True,google/gemma-7b,
Benjamin would wrinkle every scarf.,Benjamin would fall every scarf.,syntax,argument_structure,causative,4,37,paired,-59.84039306640625,-55.915653228759766,False,-1.339263916015625,-1.3627700805664062,-1.3608283996582031,-1.3005943298339844,True,True,True,True,True,True,google/gemma-7b,
A lot of grandsons of Tara have helped.,A lot of grandsons of Tara have resembled.,syntax,argument_structure,drop_argument,439,38,paired,-59.574485778808594,-66.1251220703125,True,-1.1112899780273438,-1.3827590942382812,-1.3857192993164062,-1.0956268310546875,True,True,True,True,True,True,google/gemma-7b,
Vincent hated William.,Vincent grinned William.,syntax,argument_structure,transitive,197,39,paired,-32.30767822265625,-44.26494598388672,True,-1.166452407836914,-1.5410747528076172,-1.4296245574951172,-1.2481403350830078,True,True,True,True,True,True,google/gemma-7b,
Some pants folded.,Some pants admire.,syntax,argument_structure,inchoative,632,40,paired,-37.19622802734375,-40.38152313232422,True,-1.2779111862182617,-1.3205671310424805,-1.3834662437438965,-1.2568373680114746,True,True,True,True,True,True,google/gemma-7b,
Some dress dries.,Some dress messed up.,syntax,argument_structure,inchoative,403,41,paired,-38.90618896484375,-37.89606475830078,False,-1.2866878509521484,-1.2847118377685547,-1.3409700393676758,-1.2497453689575195,True,True,False,True,False,True,google/gemma-7b,
Many women joke around.,Many women care for.,syntax,argument_structure,intransitive,872,42,paired,-34.987945556640625,-36.27458953857422,True,-1.1046085357666016,-1.4934215545654297,-1.2831268310546875,-1.3038253784179688,True,True,True,False,False,True,google/gemma-7b,
An adult wouldn't fold this sock.,An adult wouldn't disappear this sock.,syntax,argument_structure,causative,897,43,paired,-53.29231643676758,-57.92300796508789,True,-1.1587371826171875,-1.3303070068359375,-1.1964263916015625,-1.2857742309570312,True,True,True,False,False,True,google/gemma-7b,
Katherine is helped.,Katherine is trained.,syntax,argument_structure,passive_2,545,44,paired,-33.42082977294922,-35.11923599243164,True,-1.4993782043457031,-1.1910591125488281,-1.2915267944335938,-1.3981781005859375,False,False,False,False,False,False,google/gemma-7b,
Claire's ex-boyfriend wasn't referenced by Brian.,Claire's ex-boyfriend wasn't disagreed by Brian.,syntax,argument_structure,passive_1,328,45,paired,-62.961181640625,-66.07781982421875,True,-1.1960830688476562,-1.30029296875,-1.3699111938476562,-1.1952743530273438,True,True,True,True,True,True,google/gemma-7b,
Mouths haven't closed.,Mouths haven't bought.,syntax,argument_structure,inchoative,89,46,paired,-36.718265533447266,-44.66755676269531,True,-1.1197891235351562,-1.3530349731445312,-1.278472900390625,-1.2318344116210938,True,True,True,True,True,True,google/gemma-7b,
Some waiter's tutors were impressed.,Some waiter's tutors were competed.,syntax,argument_structure,passive_2,453,47,paired,-56.6463623046875,-62.16044616699219,True,-1.1214981079101562,-1.7051849365234375,-1.4476242065429688,-1.28668212890625,True,True,True,True,True,True,google/gemma-7b,
Those blouses had flattened.,Those blouses had looked like.,syntax,argument_structure,intransitive,462,48,paired,-47.92985534667969,-49.27156066894531,True,-1.3355598449707031,-1.2061691284179688,-1.3097553253173828,-1.2644596099853516,False,False,False,True,False,True,google/gemma-7b,
Erin wouldn't disgust Matt.,Erin wouldn't fall Matt.,syntax,argument_structure,transitive,185,49,paired,-50.0974235534668,-48.84886169433594,False,-1.2295303344726562,-1.374481201171875,-1.2928924560546875,-1.2724227905273438,True,True,True,True,True,True,google/gemma-7b,
The child hadn't hidden Alice.,The child hadn't donated Alice.,syntax,argument_structure,causative,831,50,paired,-49.49199676513672,-53.06161117553711,True,-1.2045135498046875,-1.3156814575195312,-1.2699508666992188,-1.2471771240234375,True,True,True,True,True,True,google/gemma-7b,
Dawn hates this determined patient.,Dawn hates these determined patient.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_2,110,51,paired,-51.23304748535156,-57.0389404296875,True,-1.02490234375,-1.5897483825683594,-1.8749160766601562,-0.966796875,True,True,True,True,True,True,google/gemma-7b,
Marie cares for that nice child.,Marie cares for that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,119,52,paired,-52.924110412597656,-52.94422149658203,True,-0.963226318359375,-1.7676429748535156,-1.741476058959961,-0.9984531402587891,True,True,True,True,True,True,google/gemma-7b,
