good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Mary had left.,Mary had referenced.,syntax,argument_structure,drop_argument,608,1,paired,-14.248510360717773,-22.11286735534668,True,-1.9241771697998047,-2.736151695251465,-1.7504968643188477,-2.4467220306396484,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Some person's tutor arrived at every library.,Some person's tutor nodded every library.,syntax,argument_structure,transitive,492,2,paired,-53.78910446166992,-62.08689880371094,True,-2.3657922744750977,-2.8650922775268555,-2.570622444152832,-3.0856189727783203,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Jesus's mentor is impressed by the lights.,Jesus's mentor is nodded by the lights.,syntax,argument_structure,passive_1,452,3,paired,-45.82358169555664,-52.106163024902344,True,-2.2474708557128906,-2.9030990600585938,-2.2341127395629883,-3.248289108276367,False,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
The Clintons' nephews weren't left by Angela.,The Clintons' nephews weren't testified by Angela.,syntax,argument_structure,passive_1,566,4,paired,-63.751216888427734,-67.57027435302734,True,-2.1085920333862305,-2.6876306533813477,-2.2266712188720703,-2.7700300216674805,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
A guy has criticized most daughters of Benjamin.,A guy has slumped over most daughters of Benjamin.,syntax,argument_structure,transitive,784,5,paired,-63.77582550048828,-68.86396789550781,True,-2.3888320922851562,-2.7938013076782227,-2.5390625,-2.9584245681762695,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Debra isn't bored by Carlos.,Debra isn't smiled by Carlos.,syntax,argument_structure,passive_1,847,6,paired,-40.931549072265625,-44.123687744140625,True,-2.714728355407715,-3.6632213592529297,-2.784306526184082,-3.7500457763671875,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
That ice freezes.,That ice revealed.,syntax,argument_structure,inchoative,304,7,paired,-22.88378143310547,-26.998863220214844,True,-1.8565521240234375,-2.4803285598754883,-1.8060779571533203,-2.4054555892944336,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Becky paints.,Becky conceals.,syntax,argument_structure,intransitive,786,8,paired,-17.648181915283203,-23.269989013671875,True,-1.986302375793457,-2.707468032836914,-2.0410051345825195,-2.6203880310058594,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Ronald wasn't distracted.,Ronald wasn't suffered.,syntax,argument_structure,passive_2,414,9,paired,-28.36969757080078,-33.41703796386719,True,-1.764657974243164,-2.3710527420043945,-1.8759679794311523,-2.5136232376098633,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
A lot of hospitals aren't alarmed by that spotlight.,A lot of hospitals aren't collaborated by that spotlight.,syntax,argument_structure,passive_1,809,10,paired,-51.912940979003906,-64.98600769042969,True,-2.3844985961914062,-2.705288887023926,-2.3651227951049805,-2.7017621994018555,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
These snakes wake up.,These snakes admired.,syntax,argument_structure,inchoative,748,11,paired,-26.37554359436035,-30.393482208251953,True,-2.293527603149414,-3.074920654296875,-2.253279685974121,-3.0605812072753906,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Raymond washes.,Raymond annoys.,syntax,argument_structure,inchoative,412,12,paired,-20.409894943237305,-23.18099594116211,True,-2.1256656646728516,-2.862917900085449,-1.9322776794433594,-2.579543113708496,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Most icicles melt.,Most icicles reveal.,syntax,argument_structure,inchoative,283,13,paired,-25.08275604248047,-30.9619083404541,True,-2.5009689331054688,-3.2303466796875,-2.54864501953125,-3.5201148986816406,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Melanie's grandson has hidden away.,Melanie's grandson has disliked.,syntax,argument_structure,inchoative,854,14,paired,-37.068138122558594,-38.294410705566406,True,-2.1654319763183594,-2.8120946884155273,-2.1056060791015625,-2.923154830932617,False,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Jennifer unfolds some blouse.,Jennifer disappeared some blouse.,syntax,argument_structure,causative,760,15,paired,-39.401145935058594,-44.55681228637695,True,-2.5902223587036133,-3.196033477783203,-2.468804359436035,-2.9610939025878906,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Nieces of all men have hugged.,Nieces of all men have dropped by.,syntax,argument_structure,intransitive,750,16,paired,-42.449363708496094,-42.163734436035156,False,-2.4673585891723633,-3.080794334411621,-2.619015693664551,-3.2247724533081055,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
The Clintons' sisters joke around.,The Clintons' sisters bike to.,syntax,argument_structure,intransitive,878,17,paired,-44.232295989990234,-53.26871871948242,True,-2.7104673385620117,-3.477595329284668,-2.805685043334961,-3.7469968795776367,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
The Impressionists have changed.,The Impressionists have dropped by.,syntax,argument_structure,intransitive,110,18,paired,-29.172462463378906,-34.53446960449219,True,-2.1749820709228516,-2.735116958618164,-2.611520767211914,-3.3412322998046875,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
A lot of waiters' best friend watches.,A lot of waiters' best friend references.,syntax,argument_structure,drop_argument,182,19,paired,-48.817710876464844,-50.31332015991211,True,-2.492319107055664,-3.165456771850586,-2.631472587585449,-3.0110273361206055,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Barbara bought.,Barbara lifts.,syntax,argument_structure,drop_argument,390,20,paired,-20.300579071044922,-21.500720977783203,True,-2.023625373840332,-2.8270273208618164,-2.024489402770996,-2.781826972961426,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Christina chipped glasses.,Christina vanished glasses.,syntax,argument_structure,causative,166,21,paired,-29.157428741455078,-34.1546630859375,True,-2.376728057861328,-2.895559310913086,-2.43682861328125,-2.865410804748535,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
The men weren't hugged.,The men weren't responded.,syntax,argument_structure,passive_2,325,22,paired,-28.87348175048828,-30.16754913330078,True,-2.385287284851074,-2.780947685241699,-2.2449913024902344,-2.7179269790649414,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Rachelle isn't respected.,Rachelle isn't lied.,syntax,argument_structure,passive_2,871,23,paired,-35.46765899658203,-37.50171661376953,True,-2.223940849304199,-2.8407392501831055,-2.2852115631103516,-3.162564277648926,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
The friend of Karen was bothered.,The friend of Karen was waved.,syntax,argument_structure,passive_2,348,24,paired,-39.69348907470703,-43.82856750488281,True,-2.439276695251465,-3.1477394104003906,-2.8803939819335938,-3.87906551361084,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Leslie's piano teachers were hired.,Leslie's piano teachers were flirted.,syntax,argument_structure,passive_2,11,25,paired,-38.46864700317383,-49.570743560791016,True,-2.208148956298828,-2.912693977355957,-2.412229537963867,-3.2327194213867188,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
An eye opens.,An eye admires.,syntax,argument_structure,inchoative,974,26,paired,-15.87112045288086,-24.158254623413086,True,-2.1471786499023438,-2.737889289855957,-2.3427858352661133,-3.0660886764526367,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Kirsten isn't described by the mother of Rodney.,Kirsten isn't argued by the mother of Rodney.,syntax,argument_structure,passive_1,493,27,paired,-59.00376510620117,-60.3657112121582,True,-2.324563980102539,-3.0437984466552734,-2.282986640930176,-3.0088911056518555,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Lissa shuts a gate.,Lissa falls a gate.,syntax,argument_structure,causative,852,28,paired,-35.53440856933594,-41.65030288696289,True,-2.311673164367676,-2.812514305114746,-2.2622270584106445,-2.701833724975586,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Tonya washed Teresa.,Tonya negotiates Teresa.,syntax,argument_structure,causative,274,29,paired,-28.580238342285156,-36.3776969909668,True,-2.1317138671875,-2.888047218322754,-2.2661752700805664,-3.016336441040039,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,syntax,argument_structure,transitive,165,30,paired,-57.33446502685547,-66.29020690917969,True,-2.3682899475097656,-2.857163429260254,-2.285768508911133,-3.0853843688964844,False,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
These waiters' plumbers were referenced.,These waiters' plumbers were left.,syntax,argument_structure,passive_2,906,31,paired,-51.10007095336914,-49.121559143066406,False,-2.5139598846435547,-3.0031442642211914,-2.606901168823242,-3.370391845703125,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
That glass wasn't dropping.,That glass wasn't looking like.,syntax,argument_structure,inchoative,619,32,paired,-31.7706298828125,-40.03985595703125,True,-2.084268569946289,-2.6820859909057617,-2.1629981994628906,-2.749370574951172,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Some ladies were accelerating many bikes.,Some ladies were vanishing many bikes.,syntax,argument_structure,causative,771,33,paired,-48.571773529052734,-49.6834602355957,True,-2.630892753601074,-3.4394712448120117,-2.4879865646362305,-3.268923759460449,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Claire wouldn't close many doors.,Claire wouldn't fall many doors.,syntax,argument_structure,causative,692,34,paired,-35.11513900756836,-42.701812744140625,True,-2.5584211349487305,-2.886683464050293,-2.6475048065185547,-3.0078840255737305,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Nicole wasn't descending.,Nicole wasn't returning to.,syntax,argument_structure,drop_argument,315,35,paired,-24.248920440673828,-30.86785125732422,True,-1.7587432861328125,-2.2009639739990234,-1.8192768096923828,-2.4011459350585938,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Margaret was watched by Carol.,Margaret was died by Carol.,syntax,argument_structure,passive_1,745,36,paired,-27.048240661621094,-37.504852294921875,True,-1.9107818603515625,-2.886530876159668,-2.056656837463379,-2.8861703872680664,True,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Benjamin would wrinkle every scarf.,Benjamin would fall every scarf.,syntax,argument_structure,causative,4,37,paired,-43.25944519042969,-42.56134796142578,False,-2.5155324935913086,-2.978879928588867,-2.489725112915039,-2.906243324279785,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
A lot of grandsons of Tara have helped.,A lot of grandsons of Tara have resembled.,syntax,argument_structure,drop_argument,439,38,paired,-50.500244140625,-58.597618103027344,True,-2.099350929260254,-2.7878036499023438,-2.236382484436035,-2.996243476867676,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Vincent hated William.,Vincent grinned William.,syntax,argument_structure,transitive,197,39,paired,-27.966632843017578,-35.51969528198242,True,-2.393798828125,-3.50252628326416,-2.5030221939086914,-3.527027130126953,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Some pants folded.,Some pants admire.,syntax,argument_structure,inchoative,632,40,paired,-25.7961483001709,-31.819015502929688,True,-2.195380210876465,-2.7744922637939453,-2.23685359954834,-2.8419952392578125,True,False,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
Some dress dries.,Some dress messed up.,syntax,argument_structure,inchoative,403,41,paired,-30.074176788330078,-26.801551818847656,False,-2.239370346069336,-2.8473119735717773,-2.022019386291504,-2.592827796936035,False,True,True,False,False,True,EleutherAI/pythia-6.9b-deduped,
