problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
row_constant,0,row_constant_0,False,[3],"3]
[2] [2] [",-1.5712347030639648,[3],True,"[-7.5164995193481445, -6.7708539962768555, -6.559216499328613, -0.04141998291015625, -4.425783157348633, -6.12692928314209, -4.641944885253906, -5.781536102294922]",3,3],-0.04141998291015625,True,mistralai/Mistral-7B-v0.1,
col_constant,0,col_constant_0,False,[6],"6]
[1] [7] [",-0.6214590072631836,[6],True,"[-5.941079139709473, -5.896387100219727, -6.023471832275391, -5.465404510498047, -5.919245719909668, -5.906093597412109, -0.030195236206054688, -5.039397239685059]",6,6],-0.030195236206054688,True,mistralai/Mistral-7B-v0.1,
dist3_diag1,0,dist3_diag1_0,False,[2],"2]
[6] [2] [",-1.880906105041504,[2],True,"[-0.2895698547363281, -2.6992321014404297, -3.033233642578125, -3.288991928100586, -4.679181098937988, -4.348806381225586, -5.648846626281738, -4.172904014587402]",0,2],-0.2895698547363281,True,mistralai/Mistral-7B-v0.1,
dist3_diag2,0,dist3_diag2_0,False,[9],"9]
[9] [6] [",-1.9752779006958008,[9],True,"[-7.021279335021973, -7.4021148681640625, -7.563471794128418, -7.83367919921875, -6.1447343826293945, -0.009073257446289062, -7.634293556213379, -7.518161773681641]",5,9],-0.009073257446289062,True,mistralai/Mistral-7B-v0.1,
prog_size1,0,prog_size1_0,False,[4],"4]
[3] [4] [",-0.8523349761962891,[4],True,"[-6.2173357009887695, -7.477817535400391, -3.897152900695801, -4.741206169128418, -0.061985015869140625, -6.378389358520508, -5.336687088012695, -7.16654109954834]",4,4],-0.061985015869140625,True,mistralai/Mistral-7B-v0.1,
prog_size2,0,prog_size2_0,False,[8],"8]
[6] [8] [",-1.418686866760254,[8],True,"[-1.4222707748413086, -6.472243309020996, -6.9511260986328125, -5.723222732543945, -4.391288757324219, -7.986130714416504, -0.3466320037841797, -7.209592819213867]",6,8],-0.3466320037841797,True,mistralai/Mistral-7B-v0.1,
two_rule_comb0,0,two_rule_comb0_0,False,[6 9],"6 9]
[0 6]",-0.9202127456665039,"[6, 9]",True,"[-10.281817436218262, -6.266932487487793, -9.893172264099121, -6.970340728759766, -10.892546653747559, -10.300761222839355, -0.039974212646484375, -11.635929107666016]",6,6 9],-0.039974212646484375,True,mistralai/Mistral-7B-v0.1,
two_rule_comb1,0,two_rule_comb1_0,False,[1 2],"1 2]
[1 1]",-2.4133291244506836,"[1, 2]",True,"[-0.3508930206298828, -10.063241004943848, -9.208602905273438, -7.011829376220703, -10.482230186462402, -9.584467887878418, -9.813054084777832, -10.14937686920166]",0,1 2],-0.3508930206298828,True,mistralai/Mistral-7B-v0.1,
two_rule_comb2,0,two_rule_comb2_0,False,[1 0],"1 0]





",-6.674919128417969,"[1, 0]",True,"[-7.359648704528809, -6.202730178833008, -8.45959758758545, -9.223321914672852, -5.408420562744141, -6.60646915435791, -12.142160415649414, -0.077728271484375]",7,1 0],-0.077728271484375,True,mistralai/Mistral-7B-v0.1,
two_rule_comb3,0,two_rule_comb3_0,False,[9 1],"9 1]





",-6.780618667602539,"[9, 1]",True,"[-9.089964866638184, -8.963272094726562, -0.32755279541015625, -8.556350708007812, -6.763212203979492, -11.173739433288574, -9.500852584838867, -6.969447135925293]",2,9 1],-0.32755279541015625,True,mistralai/Mistral-7B-v0.1,
two_rule_comb4,0,two_rule_comb4_0,False,[1 6],"7 6]





",-7.647727012634277,"[7, 6]",False,"[-7.8622846603393555, -8.870884895324707, -9.968214988708496, -6.388326644897461, -4.473978042602539, -12.108819961547852, -8.575068473815918, -7.722390174865723]",4,1 6],-4.473978042602539,True,mistralai/Mistral-7B-v0.1,
two_rule_comb5,0,two_rule_comb5_0,False,[2 0],"2 0]
[3 1]",-1.07537841796875,"[2, 0]",True,"[-0.14934825897216797, -10.10876178741455, -11.168042182922363, -9.512422561645508, -10.938739776611328, -7.5888872146606445, -12.033199310302734, -7.605721473693848]",0,2 0],-0.14934825897216797,True,mistralai/Mistral-7B-v0.1,
three_rule_comb0,0,three_rule_comb0_0,False,[1 8 8],"1 8 8]



",-4.6948442459106445,"[1, 8, 8]",True,"[-11.748964309692383, -5.854591369628906, -15.522659301757812, -4.526485443115234, -13.0786771774292, -0.06702613830566406, -8.017269134521484, -10.90223217010498]",5,1 8 8],-0.06702613830566406,True,mistralai/Mistral-7B-v0.1,
three_rule_comb1,0,three_rule_comb1_0,False,[6 9 0],"6 9 0]



",-4.7402143478393555,"[6, 9, 0]",True,"[-13.469842910766602, -12.47160530090332, -9.551316261291504, -9.177129745483398, -12.938711166381836, -0.31822776794433594, -13.112804412841797, -12.842254638671875]",5,6 9 0],-0.31822776794433594,True,mistralai/Mistral-7B-v0.1,
three_rule_comb2,0,three_rule_comb2_0,False,[0 0 1],"0 0 1]



",-4.755260467529297,"[0, 0, 1]",True,"[-9.494292259216309, -0.33811378479003906, -4.303443908691406, -13.41779899597168, -14.184876441955566, -12.826848983764648, -12.826125144958496, -13.510869979858398]",1,0 0 1],-0.33811378479003906,True,mistralai/Mistral-7B-v0.1,
three_rule_comb3,0,three_rule_comb3_0,False,[5 1 7],"5 1 5]



",-6.53604793548584,"[5, 1, 5]",False,"[-9.812260627746582, -9.351097106933594, -9.916285514831543, -8.734673500061035, -4.066987991333008, -5.816377639770508, -8.729537010192871, -2.277942657470703]",7,5 1 7],-2.277942657470703,True,mistralai/Mistral-7B-v0.1,
three_rule_comb4,0,three_rule_comb4_0,False,[8 7 0],"8 8 1]
[7 ",-2.85433292388916,"[8, 8, 1]",False,"[-4.537544250488281, -10.76744270324707, -6.217456817626953, -3.627208709716797, -8.217986106872559, -9.744222640991211, -6.326362609863281, -7.786983489990234]",3,8 7 0],-3.627208709716797,True,mistralai/Mistral-7B-v0.1,
three_rule_comb5,0,three_rule_comb5_0,False,[5 0 7],"5 2 6]
[1 ",-4.154179573059082,"[5, 2, 6]",False,"[-13.437583923339844, -5.965492248535156, -3.909250259399414, -8.273968696594238, -7.425252914428711, -7.4005279541015625, -4.470569610595703, -11.720646858215332]",2,5 2 5],-3.909250259399414,False,mistralai/Mistral-7B-v0.1,
three_rule_comb6,0,three_rule_comb6_0,False,[0 1 6],"0 1 6]



",-4.628006935119629,"[0, 1, 6]",True,"[-9.20044231414795, -5.163911819458008, -11.936301231384277, -7.91954231262207, -0.25390052795410156, -8.05306625366211, -11.638826370239258, -8.729471206665039]",4,0 1 6],-0.25390052795410156,True,mistralai/Mistral-7B-v0.1,
three_rule_comb7,0,three_rule_comb7_0,False,[5 4 8],"5 4 2]



",-4.745203971862793,"[5, 4, 2]",False,"[-9.953570365905762, -8.293821334838867, -10.05103874206543, -4.26362419128418, -7.718171119689941, -8.582466125488281, -9.281067848205566, -7.260454177856445]",3,5 4 8],-4.26362419128418,True,mistralai/Mistral-7B-v0.1,
three_rule_comb8,0,three_rule_comb8_0,False,[8 1 2],"8 1 2]



",-7.011807441711426,"[8, 1, 2]",True,"[-2.536121368408203, -8.559307098388672, -8.265983581542969, -6.767887115478516, -8.373123168945312, -6.758108139038086, -4.541007995605469, -8.417957305908203]",0,8 1 2],-2.536121368408203,True,mistralai/Mistral-7B-v0.1,
three_rule_comb9,0,three_rule_comb9_0,False,[5 7 3],"5 7 3]



",-4.452569007873535,"[5, 7, 3]",True,"[-4.8791093826293945, -10.250842094421387, -5.407525062561035, -5.057655334472656, -0.25087547302246094, -6.264204025268555, -6.72416877746582, -8.992646217346191]",4,5 7 3],-0.25087547302246094,True,mistralai/Mistral-7B-v0.1,
c3_set_union,0,c3_set_union_0,True,[6 4 1 9],"6 4 1 9]
[",-0.786137580871582,[1 4 6 9],True,"[-6.09004020690918, -3.961027145385742, -4.373384475708008, -6.614946365356445, -6.2494964599609375, 0.0, -5.157947540283203, -0.5221548080444336]",5,],0.0,False,mistralai/Mistral-7B-v0.1,
c1_set_union,0,c1_set_union_0,True,[4],"4]
[6 1] [6",-2.0573225021362305,[4],True,"[-9.829665184020996, -9.023786544799805, -2.5013656616210938, -0.15069580078125, -7.022854804992676, -7.408997535705566, -7.987404823303223, -11.7907075881958]",3,4],-0.15069580078125,True,mistralai/Mistral-7B-v0.1,
c2_set_union,0,c2_set_union_0,True,[9],"9]

[7] [7 ",-6.1512861251831055,[9],True,"[-3.921598434448242, 0.0, -0.3032569885253906, -6.296550750732422, -4.931022644042969, -6.711336135864258, -4.055614471435547, -6.415731430053711]",1,],0.0,False,mistralai/Mistral-7B-v0.1,
AND,0,AND_0,True,[4],"4]
[1 5] [6",-2.311884880065918,[4],True,"[-10.32068920135498, -8.656880378723145, -12.276091575622559, -4.7960662841796875, -9.193825721740723, -0.21915054321289062, -5.755035400390625, -8.307624816894531]",5,4],-0.21915054321289062,True,mistralai/Mistral-7B-v0.1,
XOR,0,XOR_0,True,[4 3],"1 1]

[6 4",-7.0901336669921875,[1 1],False,"[-15.147059440612793, -6.504067420959473, -6.404477119445801, -7.4559831619262695, -3.46816349029541, -4.468851089477539, -5.477405548095703, -12.245819091796875]",4,1 3],-3.46816349029541,False,mistralai/Mistral-7B-v0.1,
c3_set_union_permuted,0,c3_set_union_permuted_0,True,[2 6 5 3],"2 3 5]
[3 ",-4.839557647705078,[2 3 5],False,"[0.0, -7.834256172180176, -4.086621284484863, -5.9106855392456055, -3.397599220275879, -6.1802167892456055, -7.742170333862305, -4.399542808532715]",0,],0.0,False,mistralai/Mistral-7B-v0.1,
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"5 6]
[1] [5",-6.18450927734375,[5 6],False,"[-2.8885631561279297, -2.5755414962768555, -3.027756690979004, -7.839338302612305, -6.3658246994018555, -3.824026107788086, -5.372533798217773, -7.937790870666504]",1,6],-2.5755414962768555,False,mistralai/Mistral-7B-v0.1,
c1_set_union_permuted,0,c1_set_union_permuted_0,True,[0],"0]
[5 3] [3",-3.379840850830078,[0],True,"[-4.326105117797852, -1.7122039794921875, -4.991649627685547, -1.070840835571289, -6.4026031494140625, -1.919729232788086, -9.752422332763672, 0.0]",7,],0.0,False,mistralai/Mistral-7B-v0.1,
XOR_permuted,0,XOR_permuted_0,True,[4 0],"4 0]
[4 6]",-3.585287094116211,[0 4],True,"[-15.684895515441895, -2.314950942993164, -9.054695129394531, -15.348100662231445, -1.3898124694824219, -4.354856491088867, 0.0, -12.286642074584961]",6,],0.0,False,mistralai/Mistral-7B-v0.1,
AND_permuted,0,AND_permuted_0,True,[],"3]







",-8.21131420135498,[3],False,"[-8.282511711120605, -5.723397254943848, -15.130013465881348, -15.854718208312988, 0.0, -11.194612503051758, -0.5517311096191406, -8.155470848083496]",4,],0.0,True,mistralai/Mistral-7B-v0.1,
row_constant,1,row_constant_1,False,[4],"4]
[2] [2] [",-2.16256046295166,[4],True,"[-4.893732070922852, -4.505797386169434, -5.869502067565918, -4.096000671386719, -5.819440841674805, -0.09470558166503906, -4.1732330322265625, -4.119406700134277]",5,4],-0.09470558166503906,True,mistralai/Mistral-7B-v0.1,
col_constant,1,col_constant_1,False,[9],"9]
[6] [0] [",-0.7587881088256836,[9],True,"[-0.01873779296875, -7.2879486083984375, -6.090272903442383, -6.559305191040039, -5.814023017883301, -6.80582332611084, -6.296911239624023, -7.104791641235352]",0,9],-0.01873779296875,True,mistralai/Mistral-7B-v0.1,
dist3_diag1,1,dist3_diag1_1,False,[4],"4]
[8] [2] [",-2.874148368835449,[4],True,"[-6.546456336975098, -6.450702667236328, -6.091336250305176, -8.208878517150879, -0.01500701904296875, -6.989467620849609, -7.848606109619141, -7.247102737426758]",4,4],-0.01500701904296875,True,mistralai/Mistral-7B-v0.1,
dist3_diag2,1,dist3_diag2_1,False,[5],"5]
[5] [3] [",-1.398056983947754,[5],True,"[-0.014667510986328125, -7.163412094116211, -6.632015228271484, -6.347038269042969, -5.957765579223633, -5.898226737976074, -6.306120872497559, -6.492856025695801]",0,5],-0.014667510986328125,True,mistralai/Mistral-7B-v0.1,
prog_size1,1,prog_size1_1,False,[5],"5]
[4] [5] [",-0.4542875289916992,[5],True,"[-5.360548973083496, -6.964018821716309, -7.432461738586426, -5.540010452270508, -5.304874420166016, -6.016534805297852, -0.03853607177734375, -4.199335098266602]",6,5],-0.03853607177734375,True,mistralai/Mistral-7B-v0.1,
prog_size2,1,prog_size2_1,False,[9],"9]
[7] [9] [",-0.6790342330932617,[9],True,"[-6.9209747314453125, -5.534432411193848, -0.058086395263671875, -5.363103866577148, -6.203185081481934, -4.0790252685546875, -7.06361198425293, -7.095691680908203]",2,9],-0.058086395263671875,True,mistralai/Mistral-7B-v0.1,
two_rule_comb0,1,two_rule_comb0_1,False,[7 0],"7 0]
[5 9]",-1.9843645095825195,"[7, 0]",True,"[-0.03949737548828125, -12.068330764770508, -6.08250617980957, -12.170083999633789, -6.404820442199707, -11.58506965637207, -10.453705787658691, -9.12653923034668]",0,7 0],-0.03949737548828125,True,mistralai/Mistral-7B-v0.1,
two_rule_comb1,1,two_rule_comb1_1,False,[8 9],"9 9]





",-7.088981628417969,"[9, 9]",False,"[-2.992870330810547, -4.667263031005859, -1.7225532531738281, -4.756784439086914, -4.5452423095703125, -6.375092506408691, -2.4964752197265625, -5.502261161804199]",2,7 9],-1.7225532531738281,False,mistralai/Mistral-7B-v0.1,
two_rule_comb2,1,two_rule_comb2_1,False,[0 7],"0 7]
[2 6]",-2.143209457397461,"[0, 7]",True,"[-7.179131507873535, -7.333765983581543, -7.704387664794922, -5.52315616607666, -5.377073287963867, -7.763121604919434, -0.41169166564941406, -7.122812271118164]",6,0 7],-0.41169166564941406,True,mistralai/Mistral-7B-v0.1,
two_rule_comb3,1,two_rule_comb3_1,False,[9 0],"9 0]





",-6.416820526123047,"[9, 0]",True,"[-10.053661346435547, -9.958251953125, -9.914966583251953, -8.0070161819458, -0.03906440734863281, -8.815282821655273, -9.967294692993164, -5.66966438293457]",4,9 0],-0.03906440734863281,True,mistralai/Mistral-7B-v0.1,
two_rule_comb4,1,two_rule_comb4_1,False,[5 7],"5 8]
[4 4]",-2.8544979095458984,"[5, 8]",False,"[-6.997357368469238, -6.714746475219727, -5.320836067199707, -5.970450401306152, -3.1541500091552734, -7.352816581726074, -7.226866722106934, -3.3763256072998047]",4,5 7],-3.1541500091552734,True,mistralai/Mistral-7B-v0.1,
two_rule_comb5,1,two_rule_comb5_1,False,[4 4],"4 4]
[3 5]",-0.35506629943847656,"[4, 4]",True,"[-0.04880332946777344, -6.437106132507324, -6.761263847351074, -5.435111999511719, -11.23901653289795, -6.379696846008301, -8.834169387817383, -8.844840049743652]",0,4 4],-0.04880332946777344,True,mistralai/Mistral-7B-v0.1,
three_rule_comb0,1,three_rule_comb0_1,False,[3 0 0],"3 0 0]
[1 ",-2.618191719055176,"[3, 0, 0]",True,"[-0.029674530029296875, -15.01303768157959, -12.760948181152344, -16.686080932617188, -8.4359712600708, -15.263823509216309, -13.940388679504395, -7.097036361694336]",0,3 0 0],-0.029674530029296875,True,mistralai/Mistral-7B-v0.1,
three_rule_comb1,1,three_rule_comb1_1,False,[8 9 9],"8 3 9]



",-7.083315849304199,"[8, 3, 9]",False,"[-6.308289527893066, -7.097442626953125, -6.960603713989258, -3.7707252502441406, -8.558615684509277, -8.912117004394531, -7.606061935424805, -8.123207092285156]",3,8 9 9],-3.7707252502441406,True,mistralai/Mistral-7B-v0.1,
three_rule_comb2,1,three_rule_comb2_1,False,[1 1 9],"1 3 9]
[5 ",-2.918604850769043,"[1, 3, 9]",False,"[-1.897542953491211, -10.709220886230469, -8.434566497802734, -5.748876571655273, -9.207468032836914, -9.331323623657227, -4.467250823974609, -11.046282768249512]",0,1 1 9],-1.897542953491211,True,mistralai/Mistral-7B-v0.1,
three_rule_comb3,1,three_rule_comb3_1,False,[2 1 2],"1 1 2]



",-6.144103050231934,"[1, 1, 2]",False,"[-1.4562625885009766, -15.97114086151123, -12.14984130859375, -8.236673355102539, -5.735761642456055, -8.915243148803711, -11.140186309814453, -12.04697036743164]",0,2 1 2],-1.4562625885009766,True,mistralai/Mistral-7B-v0.1,
three_rule_comb4,1,three_rule_comb4_1,False,[7 9 4],"7 6 4]



",-4.964321136474609,"[7, 6, 4]",False,"[-9.0602445602417, -6.105581283569336, -10.166297912597656, -8.601667404174805, -2.771404266357422, -6.863875389099121, -8.502178192138672, -6.161503791809082]",4,7 9 4],-2.771404266357422,True,mistralai/Mistral-7B-v0.1,
three_rule_comb5,1,three_rule_comb5_1,False,[3 3 1],"3 3 3]



",-5.492605209350586,"[3, 3, 3]",False,"[-6.735030174255371, -12.537596702575684, -11.359225273132324, -12.334550857543945, -11.16968059539795, -3.5116329193115234, -10.405074119567871, -12.069693565368652]",5,3 3 1],-3.5116329193115234,True,mistralai/Mistral-7B-v0.1,
three_rule_comb6,1,three_rule_comb6_1,False,[7 1 9],"7 1 9]



",-4.586041450500488,"[7, 1, 9]",True,"[-12.516794204711914, -9.593626976013184, -0.023502349853515625, -11.769413948059082, -13.99970531463623, -7.8007402420043945, -10.76920223236084, -4.745291709899902]",2,7 1 9],-0.023502349853515625,True,mistralai/Mistral-7B-v0.1,
three_rule_comb7,1,three_rule_comb7_1,False,[3 1 8],"1 9 5]
[1 ",-3.7004785537719727,"[1, 9, 5]",False,"[-9.506322860717773, -8.491657257080078, -2.3670482635498047, -8.604652404785156, -4.573123931884766, -3.6131744384765625, -8.902048110961914, -8.884370803833008]",2,3 1 5],-2.3670482635498047,False,mistralai/Mistral-7B-v0.1,
three_rule_comb8,1,three_rule_comb8_1,False,[5 5 5],"5 5 3]



",-5.28446102142334,"[5, 5, 3]",False,"[-2.7920188903808594, -11.99675464630127, -5.219152450561523, -10.715900421142578, -10.013432502746582, -6.5851545333862305, -12.289203643798828, -11.814253807067871]",0,5 5 5],-2.7920188903808594,True,mistralai/Mistral-7B-v0.1,
three_rule_comb9,1,three_rule_comb9_1,False,[8 9 0],"8 9 0]



",-4.65251350402832,"[8, 9, 0]",True,"[-13.080769538879395, -0.46327972412109375, -11.992517471313477, -11.979050636291504, -11.82043743133545, -11.700018882751465, -6.542163848876953, -14.099920272827148]",1,8 9 0],-0.46327972412109375,True,mistralai/Mistral-7B-v0.1,
c3_set_union,1,c3_set_union_1,True,[5 7 4 1],"5 7 4 1]
[",-0.9272623062133789,[1 4 5 7],True,"[-3.1275367736816406, -5.485966682434082, -0.5544509887695312, 0.0, -4.227323532104492, -5.775864601135254, -6.372806549072266, -6.780479431152344]",3,],0.0,False,mistralai/Mistral-7B-v0.1,
c1_set_union,1,c1_set_union_1,True,[4],"4]
[7 8] [7",-1.595235824584961,[4],True,"[-9.015451431274414, -5.555397033691406, -0.08559036254882812, -5.584140777587891, 0.0, -9.776328086853027, -3.978025436401367, -7.521183967590332]",4,],0.0,False,mistralai/Mistral-7B-v0.1,
c2_set_union,1,c2_set_union_1,True,[8],"8]







",-7.880857467651367,[8],True,"[-5.008273124694824, 0.0, -5.250517845153809, -4.569792747497559, -4.015292167663574, -5.8596296310424805, -0.3257102966308594, -4.01309871673584]",1,],0.0,False,mistralai/Mistral-7B-v0.1,
AND,1,AND_1,True,[1],"1]







",-7.823974609375,[1],True,"[-11.386616706848145, -11.688641548156738, -11.198471069335938, -12.12804889678955, -0.12946510314941406, 0.0, -15.184239387512207, -14.551776885986328]",5,],0.0,False,mistralai/Mistral-7B-v0.1,
XOR,1,XOR_1,True,[9 8],"8 7]





",-7.925374984741211,[7 8],False,"[-7.023419380187988, -8.006256103515625, -3.3790388107299805, -7.415266036987305, -11.61027717590332, -13.81922721862793, -3.766615867614746, -4.461153984069824]",2,9 8],-3.3790388107299805,True,mistralai/Mistral-7B-v0.1,
c3_set_union_permuted,1,c3_set_union_permuted_1,True,[1 6 7 5],"5 6 7]
[1 ",-2.927121162414551,[5 6 7],False,"[-7.668915748596191, -5.618505477905273, -6.3714599609375, -5.401584625244141, -3.5244598388671875, -4.355439186096191, -4.6812639236450195, -3.8616867065429688]",4,5],-3.5244598388671875,False,mistralai/Mistral-7B-v0.1,
c2_set_union_permuted,1,c2_set_union_permuted_1,True,[5],"5]
[6 7] [6",-5.547652244567871,[5],True,"[-9.526198387145996, -3.2388648986816406, -0.9967441558837891, -4.0501556396484375, -8.532449722290039, -3.4577274322509766, -2.4841537475585938, -6.152286529541016]",2,5],-0.9967441558837891,True,mistralai/Mistral-7B-v0.1,
c1_set_union_permuted,1,c1_set_union_permuted_1,True,[4],"4]







",-8.178215980529785,[4],True,"[-10.352103233337402, -7.654000282287598, -7.087287902832031, -4.515323638916016, -9.071535110473633, -3.402461051940918, -0.16294097900390625, -5.973052978515625]",6,4],-0.16294097900390625,True,mistralai/Mistral-7B-v0.1,
XOR_permuted,1,XOR_permuted_1,True,[8 4],"8 8]





",-7.9440412521362305,[8 8],False,"[-3.3676624298095703, -3.6011486053466797, -3.305034637451172, -4.201719284057617, -3.5633926391601562, -7.6367597579956055, -8.872206687927246, -4.025943756103516]",2,8 4],-3.305034637451172,True,mistralai/Mistral-7B-v0.1,
AND_permuted,1,AND_permuted_1,True,[],"3]







",-7.802301406860352,[3],False,"[-11.305896759033203, 0.0, -2.9936113357543945, -6.812100410461426, -9.12306022644043, -7.042847633361816, -11.737907409667969, -7.818270683288574]",1,],0.0,True,mistralai/Mistral-7B-v0.1,
row_constant,2,row_constant_2,False,[7],"7]
[4] [4] [",-2.2236547470092773,[7],True,"[-0.051715850830078125, -5.334962844848633, -6.570466041564941, -6.142056465148926, -5.149675369262695, -5.16301155090332, -5.304317474365234, -5.427654266357422]",0,7],-0.051715850830078125,True,mistralai/Mistral-7B-v0.1,
col_constant,2,col_constant_2,False,[9],"9]
[4] [2] [",-0.8239593505859375,[9],True,"[-5.597146987915039, -5.157657623291016, -5.307452201843262, -5.068451881408691, -4.628509521484375, -5.194815635681152, -0.06850624084472656, -5.055015563964844]",6,9],-0.06850624084472656,True,mistralai/Mistral-7B-v0.1,
dist3_diag1,2,dist3_diag1_2,False,[7],"7]
[5] [7] [",-1.2381582260131836,[7],True,"[-5.963143348693848, -5.364433288574219, -0.15039634704589844, -6.086996078491211, -2.303274154663086, -4.712627410888672, -5.309798240661621, -5.3666276931762695]",2,7],-0.15039634704589844,True,mistralai/Mistral-7B-v0.1,
