problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
row_constant,0,row_constant_0,False,[3],"3]
[3] [3] [",-2.6739320755004883,[3],True,"[-8.265039443969727, -7.272844314575195, -7.479637145996094, -0.026903152465820312, -5.221462249755859, -6.402027130126953, -5.16241455078125, -6.413091659545898]",3,3],-0.026903152465820312,True,meta-llama/Llama-2-13b-hf,
col_constant,0,col_constant_0,False,[6],"6]
[1] [7] [",-0.7577762603759766,[6],True,"[-6.031856536865234, -6.031518936157227, -5.952381134033203, -4.31121826171875, -5.693935394287109, -5.1732025146484375, -0.048175811767578125, -5.460668563842773]",6,6],-0.048175811767578125,True,meta-llama/Llama-2-13b-hf,
dist3_diag1,0,dist3_diag1_0,False,[2],"2]
[2] [6] [",-3.563605308532715,[2],True,"[-0.2102794647216797, -2.8902416229248047, -2.869426727294922, -2.978931427001953, -5.02001953125, -6.594606399536133, -6.245899200439453, -6.687522888183594]",0,2],-0.2102794647216797,True,meta-llama/Llama-2-13b-hf,
dist3_diag2,0,dist3_diag2_0,False,[9],"9]
[1] [6] [",-3.026315689086914,[9],True,"[-5.321022033691406, -5.492406845092773, -5.762418746948242, -5.815099716186523, -4.234186172485352, -0.07120513916015625, -5.309417724609375, -5.228034973144531]",5,9],-0.07120513916015625,True,meta-llama/Llama-2-13b-hf,
prog_size1,0,prog_size1_0,False,[4],"4]
[3] [4] [",-0.6693792343139648,[4],True,"[-6.671136856079102, -8.565643310546875, -7.830253601074219, -7.882375717163086, -0.0039539337158203125, -10.696903228759766, -9.527368545532227, -11.134145736694336]",4,4],-0.0039539337158203125,True,meta-llama/Llama-2-13b-hf,
prog_size2,0,prog_size2_0,False,[8],"8]
[6] [8] [",-1.144186019897461,[8],True,"[-4.026641845703125, -6.28172492980957, -6.256811141967773, -4.352338790893555, -5.109104156494141, -5.688579559326172, -0.08695793151855469, -4.14103889465332]",6,8],-0.08695793151855469,True,meta-llama/Llama-2-13b-hf,
two_rule_comb0,0,two_rule_comb0_0,False,[6 9],"6 9]
[0 6]",-1.1195440292358398,"[6, 9]",True,"[-8.21456527709961, -4.153154373168945, -7.0493316650390625, -5.524110794067383, -9.862173080444336, -10.191215515136719, -0.20351028442382812, -10.404565811157227]",6,6 9],-0.20351028442382812,True,meta-llama/Llama-2-13b-hf,
two_rule_comb1,0,two_rule_comb1_0,False,[1 2],"1 2]
[6 0]",-3.082487106323242,"[1, 2]",True,"[-0.4096546173095703, -10.441146850585938, -8.733892440795898, -6.378379821777344, -10.346824645996094, -9.932151794433594, -10.013734817504883, -10.210721969604492]",0,1 2],-0.4096546173095703,True,meta-llama/Llama-2-13b-hf,
two_rule_comb2,0,two_rule_comb2_0,False,[1 0],"1 0]

[1 1",-6.867257118225098,"[1, 0]",True,"[-6.234386444091797, -4.859926223754883, -8.216300964355469, -8.439624786376953, -5.948065757751465, -6.481523513793945, -11.716482162475586, -0.12285041809082031]",7,1 0],-0.12285041809082031,True,meta-llama/Llama-2-13b-hf,
two_rule_comb3,0,two_rule_comb3_0,False,[9 1],"9 1]
[8 2]",-3.6983299255371094,"[9, 1]",True,"[-7.898164749145508, -10.102176666259766, -0.12695693969726562, -6.938591003417969, -6.3736572265625, -10.671260833740234, -9.287473678588867, -8.895027160644531]",2,9 1],-0.12695693969726562,True,meta-llama/Llama-2-13b-hf,
two_rule_comb4,0,two_rule_comb4_0,False,[1 6],"7 6]
[5 9]",-5.28740119934082,"[7, 6]",False,"[-5.063188552856445, -5.935697555541992, -9.047725677490234, -5.574184417724609, -4.739999771118164, -7.701356887817383, -6.534955978393555, -5.838920593261719]",4,1 6],-4.739999771118164,True,meta-llama/Llama-2-13b-hf,
two_rule_comb5,0,two_rule_comb5_0,False,[2 0],"2 0]
[3 1]",-0.6671085357666016,"[2, 0]",True,"[-0.1851825714111328, -7.751028060913086, -9.688421249389648, -9.911526679992676, -10.248433113098145, -5.532066345214844, -11.183649063110352, -7.212062835693359]",0,2 0],-0.1851825714111328,True,meta-llama/Llama-2-13b-hf,
three_rule_comb0,0,three_rule_comb0_0,False,[1 8 8],"1 8 8]
[5 ",-1.2863798141479492,"[1, 8, 8]",True,"[-9.826528549194336, -6.057413101196289, -14.279655456542969, -5.173206329345703, -11.148553848266602, -0.07037925720214844, -6.648975372314453, -11.323596954345703]",5,1 8 8],-0.07037925720214844,True,meta-llama/Llama-2-13b-hf,
three_rule_comb1,0,three_rule_comb1_0,False,[6 9 0],"6 9 0]
[3 ",-0.7557477951049805,"[6, 9, 0]",True,"[-14.50509262084961, -12.016685485839844, -8.918481826782227, -9.164108276367188, -12.253690719604492, -0.2274932861328125, -11.16632080078125, -11.811511993408203]",5,6 9 0],-0.2274932861328125,True,meta-llama/Llama-2-13b-hf,
three_rule_comb2,0,three_rule_comb2_0,False,[0 0 1],"0 0 2]
[6 ",-2.0353689193725586,"[0, 0, 2]",False,"[-8.948909759521484, -0.9345512390136719, -4.393194198608398, -12.575080871582031, -12.49700927734375, -12.343605041503906, -10.195453643798828, -13.218448638916016]",1,0 0 1],-0.9345512390136719,True,meta-llama/Llama-2-13b-hf,
three_rule_comb3,0,three_rule_comb3_0,False,[5 1 7],"5 1 7]
[9 ",-2.2346086502075195,"[5, 1, 7]",True,"[-9.541698455810547, -7.587947845458984, -11.618459701538086, -9.275489807128906, -5.434255599975586, -5.775211334228516, -7.200016021728516, -1.7045574188232422]",7,5 1 7],-1.7045574188232422,True,meta-llama/Llama-2-13b-hf,
three_rule_comb4,0,three_rule_comb4_0,False,[8 7 0],"8 0 0]
[7 ",-3.9709644317626953,"[8, 0, 0]",False,"[-7.164806365966797, -7.589292526245117, -6.732261657714844, -2.7057266235351562, -7.018121719360352, -6.987504959106445, -7.296932220458984, -8.592109680175781]",3,8 7 0],-2.7057266235351562,True,meta-llama/Llama-2-13b-hf,
three_rule_comb5,0,three_rule_comb5_0,False,[5 0 7],"5 3 4]
[1 ",-2.4826250076293945,"[5, 3, 4]",False,"[-14.283529281616211, -6.664758682250977, -3.8401317596435547, -9.07962417602539, -12.379617691040039, -8.672893524169922, -5.370197296142578, -13.268623352050781]",2,5 2 5],-3.8401317596435547,False,meta-llama/Llama-2-13b-hf,
three_rule_comb6,0,three_rule_comb6_0,False,[0 1 6],"0 1 6]
[5 ",-2.2269935607910156,"[0, 1, 6]",True,"[-10.66269302368164, -7.2457733154296875, -15.549285888671875, -8.591535568237305, -0.056407928466796875, -11.174522399902344, -11.198968887329102, -6.563451766967773]",4,0 1 6],-0.056407928466796875,True,meta-llama/Llama-2-13b-hf,
three_rule_comb7,0,three_rule_comb7_0,False,[5 4 8],"5 4 2]
[8 ",-2.2442893981933594,"[5, 4, 2]",False,"[-8.638362884521484, -6.722339630126953, -7.447439193725586, -4.173341751098633, -6.533136367797852, -8.41187858581543, -7.991367340087891, -5.854127883911133]",3,5 4 8],-4.173341751098633,True,meta-llama/Llama-2-13b-hf,
three_rule_comb8,0,three_rule_comb8_0,False,[8 1 2],"8 2 2]
[6 ",-5.703913688659668,"[8, 2, 2]",False,"[-3.5630340576171875, -7.676336288452148, -7.327960968017578, -6.085062026977539, -6.894044876098633, -7.565975189208984, -4.887521743774414, -6.629299163818359]",0,8 1 2],-3.5630340576171875,True,meta-llama/Llama-2-13b-hf,
three_rule_comb9,0,three_rule_comb9_0,False,[5 7 3],"5 4 4]
[6 ",-3.035496711730957,"[5, 4, 4]",False,"[-5.247200012207031, -7.021707534790039, -5.231019973754883, -7.836036682128906, -5.857187271118164, -5.457845687866211, -8.068305969238281, -7.304597854614258]",2,5 7 4],-5.231019973754883,False,meta-llama/Llama-2-13b-hf,
c3_set_union,0,c3_set_union_0,True,[6 4 1 9],"6 4 1 9]
[",-1.718435287475586,[1 4 6 9],True,"[-4.949440002441406, -5.0376434326171875, -4.809062957763672, -4.081356048583984, -2.870138168334961, 0.0, -4.059314727783203, -0.93597412109375]",5,],0.0,False,meta-llama/Llama-2-13b-hf,
c1_set_union,0,c1_set_union_0,True,[4],"4]
[6 1] [6",-3.241243362426758,[4],True,"[-10.517578125, -8.700164794921875, -5.664516448974609, -0.027477264404296875, -7.005332946777344, -8.442214965820312, -9.836679458618164, -11.00627326965332]",3,4],-0.027477264404296875,True,meta-llama/Llama-2-13b-hf,
c2_set_union,0,c2_set_union_0,True,[9],6 7 4 9] [6,-4.463541030883789,[4 6 7 9],False,"[-3.7730178833007812, 0.0, -2.087278366088867, -3.8361988067626953, -3.9196929931640625, -4.251861572265625, -2.2519474029541016, -3.583629608154297]",1,],0.0,False,meta-llama/Llama-2-13b-hf,
AND,0,AND_0,True,[4],"4]
[1 5] [6",-3.1568164825439453,[4],True,"[-9.165538787841797, -8.916566848754883, -12.385486602783203, -3.7489795684814453, -8.506502151489258, -0.7411346435546875, -5.2550201416015625, -7.239166259765625]",5,4],-0.7411346435546875,True,meta-llama/Llama-2-13b-hf,
XOR,0,XOR_0,True,[4 3],"1 3]
[3 1]",-6.357298851013184,[1 3],False,"[-14.426164627075195, -7.718515396118164, -6.365566253662109, -7.675479888916016, -2.642841339111328, -4.0027618408203125, -4.038688659667969, -12.251893997192383]",4,1 3],-2.642841339111328,False,meta-llama/Llama-2-13b-hf,
c3_set_union_permuted,0,c3_set_union_permuted_0,True,[2 6 5 3],"2 5 6]
[2 ",-5.896759033203125,[2 5 6],False,"[0.0, -8.804191589355469, -3.489879608154297, -4.466352462768555, -3.99530029296875, -5.235652923583984, -8.407520294189453, -5.1156158447265625]",0,],0.0,False,meta-llama/Llama-2-13b-hf,
c2_set_union_permuted,0,c2_set_union_permuted_0,True,[5],"1 6] [6]
[5",-8.014161109924316,[1 6],False,"[-2.313568115234375, -2.446653366088867, -2.6691455841064453, -8.896055221557617, -5.530643463134766, -3.204803466796875, -5.98138427734375, -9.345672607421875]",0,5],-2.313568115234375,True,meta-llama/Llama-2-13b-hf,
