problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
row_constant,0,row_constant_0,False,[3],"3]
[4] [4] [",-2.008546829223633,[3],True,"[-6.668826103210449, -5.943584442138672, -5.564214706420898, -0.05790901184082031, -4.829240798950195, -5.17323112487793, -4.430034637451172, -5.474674224853516]",3,3],-0.05790901184082031,True,allenai/OLMo-7B,step481000-tokens2128B,False
col_constant,0,col_constant_0,False,[6],"6]
[1] [7] [",-0.39006614685058594,[6],True,"[-5.619852066040039, -6.309625625610352, -5.876506805419922, -5.924638748168945, -5.721612930297852, -4.441999435424805, -0.04840278625488281, -4.797319412231445]",6,6],-0.04840278625488281,True,allenai/OLMo-7B,step481000-tokens2128B,False
dist3_diag1,0,dist3_diag1_0,False,[2],"2]
[6] [2] [",-2.081989288330078,[2],True,"[-0.4049415588378906, -3.265157699584961, -2.8894004821777344, -3.551910400390625, -4.941705703735352, -3.799379348754883, -3.8226146697998047, -3.6731033325195312]",0,2],-0.4049415588378906,True,allenai/OLMo-7B,step481000-tokens2128B,False
dist3_diag2,0,dist3_diag2_0,False,[9],"9]
[9] [6] [",-1.925222396850586,[9],True,"[-4.674919128417969, -5.099773406982422, -5.113105773925781, -4.936588287353516, -5.477741241455078, -0.07440185546875, -4.83979606628418, -4.962915420532227]",5,9],-0.07440185546875,True,allenai/OLMo-7B,step481000-tokens2128B,False
prog_size1,0,prog_size1_0,False,[4],"4]
[3] [4] [",-1.2126445770263672,[4],True,"[-2.6823196411132812, -5.987120628356934, -5.607922554016113, -4.564480781555176, -0.7183647155761719, -6.9545392990112305, -5.840567588806152, -7.170122146606445]",4,4],-0.7183647155761719,True,allenai/OLMo-7B,step481000-tokens2128B,False
prog_size2,0,prog_size2_0,False,[8],"8]
[6] [8] [",-1.0396175384521484,[8],True,"[-1.7445869445800781, -2.026651382446289, -4.282793045043945, -3.5529861450195312, -4.697234153747559, -4.12061882019043, -0.6358776092529297, -4.704471588134766]",6,8],-0.6358776092529297,True,allenai/OLMo-7B,step481000-tokens2128B,False
two_rule_comb0,0,two_rule_comb0_0,False,[6 9],"6 9]
[0 6] [2",-0.4325370788574219,"[6, 9]",True,"[-9.576112747192383, -5.372272491455078, -8.014585494995117, -7.097742080688477, -10.542512893676758, -10.494243621826172, -0.05612945556640625, -8.487264633178711]",6,6 9],-0.05612945556640625,True,allenai/OLMo-7B,step481000-tokens2128B,False
two_rule_comb1,0,two_rule_comb1_0,False,[1 2],1 2] [5 2] [6 2,-3.787168502807617,"[1, 2]",True,"[-1.1237316131591797, -8.097623825073242, -7.1273956298828125, -5.765560150146484, -8.047555923461914, -7.600950241088867, -7.838510513305664, -7.839529037475586]",0,1 2],-1.1237316131591797,True,allenai/OLMo-7B,step481000-tokens2128B,False
two_rule_comb2,0,two_rule_comb2_0,False,[1 0],"1 0]
[1 1] [0",-4.142887115478516,"[1, 0]",True,"[-7.540029525756836, -6.217523574829102, -8.574542999267578, -8.78436279296875, -6.760444641113281, -6.798694610595703, -11.893242835998535, -0.07195663452148438]",7,1 0],-0.07195663452148438,True,allenai/OLMo-7B,step481000-tokens2128B,False
two_rule_comb3,0,two_rule_comb3_0,False,[9 1],"9 1]
[9 3] [0",-4.301069259643555,"[9, 1]",True,"[-7.510536193847656, -5.887155532836914, -0.9590625762939453, -4.766534805297852, -3.799213409423828, -8.498788833618164, -5.290948867797852, -5.12837028503418]",2,9 1],-0.9590625762939453,True,allenai/OLMo-7B,step481000-tokens2128B,False
two_rule_comb4,0,two_rule_comb4_0,False,[1 6],"9 6]
[3 6] [9",-5.3438720703125,"[9, 6]",False,"[-3.374828338623047, -4.483999252319336, -5.213197708129883, -5.379724502563477, -4.102619171142578, -5.691658020019531, -4.204832077026367, -5.143901824951172]",0,6 9],-3.374828338623047,False,allenai/OLMo-7B,step481000-tokens2128B,False
two_rule_comb5,0,two_rule_comb5_0,False,[2 0],"2 0]
[3 1] [2",-0.3482666015625,"[2, 0]",True,"[-0.07290077209472656, -9.33751392364502, -10.681081771850586, -10.404792785644531, -11.50221061706543, -8.051279067993164, -13.587146759033203, -6.92772102355957]",0,2 0],-0.07290077209472656,True,allenai/OLMo-7B,step481000-tokens2128B,False
three_rule_comb0,0,three_rule_comb0_0,False,[1 8 8],"1 8 8]
[5 4 9]",-1.3449363708496094,"[1, 8, 8]",True,"[-9.613870620727539, -6.679740905761719, -12.698928833007812, -7.877931594848633, -12.141080856323242, -0.049442291259765625, -9.328018188476562, -11.839223861694336]",5,1 8 8],-0.049442291259765625,True,allenai/OLMo-7B,step481000-tokens2128B,False
three_rule_comb1,0,three_rule_comb1_0,False,[6 9 0],"6 9 0]
[3 2 0]",-3.0536155700683594,"[6, 9, 0]",True,"[-12.079843521118164, -11.438282012939453, -9.314485549926758, -9.698139190673828, -11.809406280517578, -0.9713172912597656, -11.87580680847168, -10.590791702270508]",5,6 9 0],-0.9713172912597656,True,allenai/OLMo-7B,step481000-tokens2128B,False
