problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
row_constant,0,row_constant_0,False,[3],"3]
[4] [4] [",-1.8887596130371094,[3],True,"[-7.954854965209961, -7.250542640686035, -6.049822807312012, -0.03412055969238281, -4.985816955566406, -6.252496719360352, -4.79417610168457, -6.449424743652344]",3,3],-0.03412055969238281,True,allenai/OLMo-7B,
col_constant,0,col_constant_0,False,[6],"6]
[1] [7] [",-0.2296276092529297,[6],True,"[-6.256565093994141, -6.43657112121582, -6.396087646484375, -5.67626953125, -6.2660980224609375, -4.328790664672852, -0.03752899169921875, -5.522005081176758]",6,6],-0.03752899169921875,True,allenai/OLMo-7B,
dist3_diag1,0,dist3_diag1_0,False,[2],"2]
[6] [2] [",-1.9311599731445312,[2],True,"[-0.7165184020996094, -2.9158592224121094, -2.8919105529785156, -3.501434326171875, -4.871177673339844, -3.312236785888672, -3.9610157012939453, -3.3325939178466797]",0,2],-0.7165184020996094,True,allenai/OLMo-7B,
dist3_diag2,0,dist3_diag2_0,False,[9],"9]
[9] [6] [",-1.9801807403564453,[9],True,"[-4.012956619262695, -4.5533447265625, -4.441078186035156, -4.576160430908203, -3.9802684783935547, -0.14754295349121094, -4.450788497924805, -4.595464706420898]",5,9],-0.14754295349121094,True,allenai/OLMo-7B,
prog_size1,0,prog_size1_0,False,[4],"4]
[3] [4] [",-0.6226711273193359,[4],True,"[-3.4600963592529297, -7.072723388671875, -5.081661224365234, -5.1284990310668945, -0.31160736083984375, -6.8623504638671875, -6.339240074157715, -7.345197677612305]",4,4],-0.31160736083984375,True,allenai/OLMo-7B,
prog_size2,0,prog_size2_0,False,[8],"8]
[6] [8] [",-0.7847251892089844,[8],True,"[-2.1256141662597656, -2.448284149169922, -4.607179641723633, -3.9354019165039062, -4.693975448608398, -4.519641876220703, -0.42305755615234375, -4.701998710632324]",6,8],-0.42305755615234375,True,allenai/OLMo-7B,
two_rule_comb0,0,two_rule_comb0_0,False,[6 9],"6 9]
[0 6] [2",-0.3329200744628906,"[6, 9]",True,"[-10.788496017456055, -5.03721809387207, -8.930644989013672, -8.005489349365234, -12.020561218261719, -11.969491958618164, -0.08593368530273438, -9.84349250793457]",6,6 9],-0.08593368530273438,True,allenai/OLMo-7B,
two_rule_comb1,0,two_rule_comb1_0,False,[1 2],"1 2]
[1 1] [5",-4.895254135131836,"[1, 2]",True,"[-0.6706943511962891, -9.313106536865234, -7.301242828369141, -6.919837951660156, -8.434881210327148, -9.088998794555664, -9.192777633666992, -8.879169464111328]",0,1 2],-0.6706943511962891,True,allenai/OLMo-7B,
two_rule_comb2,0,two_rule_comb2_0,False,[1 0],"1 0]
[2 4] [1",-3.580656051635742,"[1, 0]",True,"[-8.75717544555664, -6.578056335449219, -9.182136535644531, -9.179216384887695, -5.647546768188477, -7.83406925201416, -13.293091773986816, -0.034328460693359375]",7,1 0],-0.034328460693359375,True,allenai/OLMo-7B,
two_rule_comb3,0,two_rule_comb3_0,False,[9 1],"9 1]
[9 1] [8",-4.822481155395508,"[9, 1]",True,"[-8.113574981689453, -7.051502227783203, -1.248819351196289, -4.640327453613281, -3.6771163940429688, -9.016185760498047, -5.956987380981445, -6.520135879516602]",2,9 1],-1.248819351196289,True,allenai/OLMo-7B,
two_rule_comb4,0,two_rule_comb4_0,False,[1 6],"9 6]
[3 6] [9",-5.69560432434082,"[9, 6]",False,"[-3.368316650390625, -4.091182708740234, -5.991216659545898, -4.784393310546875, -3.4856491088867188, -5.462684631347656, -4.054203033447266, -4.579353332519531]",0,6 9],-3.368316650390625,False,allenai/OLMo-7B,
two_rule_comb5,0,two_rule_comb5_0,False,[2 0],"2 0]
[3 1] [2",-0.18569183349609375,"[2, 0]",True,"[-0.049732208251953125, -9.94677448272705, -10.82796573638916, -9.123880386352539, -11.324153900146484, -8.881160736083984, -13.70262336730957, -9.590352058410645]",0,2 0],-0.049732208251953125,True,allenai/OLMo-7B,
three_rule_comb0,0,three_rule_comb0_0,False,[1 8 8],"1 8 8]
[5 4 9]",-1.029153823852539,"[1, 8, 8]",True,"[-10.410392761230469, -5.400476455688477, -13.903156280517578, -8.82331657409668, -12.092510223388672, -0.06379508972167969, -9.841697692871094, -12.150213241577148]",5,1 8 8],-0.06379508972167969,True,allenai/OLMo-7B,
